Sb-123(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
532.545 15.8113
532.595 25.0084
532.620 33.4778
532.645 47.2329
532.671 70.7271
532.683 88.4537
532.696 111.553
532.723 181.202
532.750 231.961
532.777 191.615
532.804 124.572
532.822 93.6465
532.839 72.0008
532.873 46.0026
532.908 32.3007
532.942 24.4056
532.977 19.4584
533.011 16.1715
533.080 12.2152
533.149 10.0006
533.218 8.63291
533.356 7.08412
533.494 6.26108
533.632 5.76522
533.770 5.43971
533.907 5.21253
534.183 4.91987
534.459 4.74226
534.735 4.62423
535.010 4.54063
535.562 4.43062
536.113 4.36171
536.665 4.31446
537.216 4.27992
538.319 4.23236
539.422 4.20053
541.628 4.15875
543.834 4.13044
546.039 4.10847
548.245 4.09289
548.797 4.09283
549.348 4.10139
549.624 4.11699
549.900 4.16269
550.037 4.22317
550.175 4.37560
550.244 4.55597
550.279 4.71181
550.313 4.95351
550.348 5.35755
550.382 6.09167
550.399 6.70157
550.417 7.59058
550.434 8.92345
550.451 10.9208
550.476 15.0360
550.500 17.7621
550.525 15.0183
550.549 10.9206
550.569 8.69343
550.589 7.29390
550.608 6.40794
550.628 5.82740
550.667 5.15294
550.707 4.79737
550.746 4.58940
550.786 4.45794
550.864 4.30784
551.022 4.18196
551.179 4.13142
551.495 4.09058
551.810 4.07355
552.440 4.05716
553.070 4.04732
555.591 4.01727
558.113 3.98489
560.634 3.94336
561.894 3.91673
563.155 3.88400
564.415 3.84240
565.676 3.78757
566.306 3.75330
566.937 3.71343
567.567 3.66820
568.197 3.62231
568.512 3.60502
568.827 3.60131
569.143 3.63200
569.458 3.75287
569.615 3.89155
569.773 4.14062
569.930 4.60505
570.088 5.53215
570.246 7.61165
570.324 9.67599
570.403 13.2919
570.482 20.3170
570.521 26.4908
570.561 36.1727
570.600 52.3466
570.620 64.6777
570.639 81.6175
570.659 105.471
570.679 139.885
570.699 190.447
570.718 264.115
570.749 433.926
570.780 557.813
570.811 459.984
570.842 297.393
570.869 199.482
570.896 139.817
570.924 102.846
570.951 78.9510
571.005 51.4372
571.060 36.9480
571.114 28.4134
571.168 22.9582
571.277 16.6088
571.386 13.1632
571.495 11.0654
571.604 9.68211
571.712 8.71485
571.930 7.47191
572.148 6.72150
572.365 6.22661
572.583 5.87901
573.018 5.42759
573.453 5.15030
573.889 4.96399
574.324 4.83071
575.194 4.65318
576.065 4.54038
576.935 4.46213
577.805 4.40437
579.546 4.32383
581.287 4.26900
583.028 4.22783
584.769 4.19442
588.251 4.13843
589.992 4.11155
591.732 4.08243
593.473 4.04756
594.344 4.02613
595.214 4.00064
595.649 3.98615
596.085 3.97086
596.520 3.95624
596.955 3.94766
597.173 3.95060
597.390 3.96557
597.608 4.00661
597.825 4.10930
597.934 4.21083
598.043 4.38012
598.152 4.67701
598.261 5.23853
598.369 6.42997
598.424 7.56301
598.478 9.47722
598.533 13.0137
598.560 15.9804
598.587 20.4318
598.614 27.4439
598.641 39.1403
598.669 59.8555
598.682 75.9943
598.696 97.7329
598.723 158.756
598.750 203.173
598.777 167.975
598.804 109.551
598.832 69.8112
598.860 47.5663
598.888 34.6826
598.916 26.7526
598.944 21.5786
598.972 18.0313
599.028 13.6247
599.085 11.0887
599.141 9.49631
599.253 7.66731
599.365 6.68445
599.477 6.08967
599.589 5.69823
599.701 5.42460
599.925 5.07236
600.149 4.85889
600.373 4.71736
600.597 4.61736
601.045 4.48609
601.493 4.40407
601.941 4.34787
602.390 4.30680
603.286 4.25010
604.182 4.21194
605.975 4.16123
607.767 4.12606
609.560 4.09750
613.145 4.04625
616.730 3.98948
618.523 3.95361
620.315 3.90768
621.211 3.87878
622.108 3.84412
623.004 3.80184
623.900 3.75022
624.348 3.72123
624.796 3.69215
625.245 3.66899
625.693 3.67074
625.917 3.69762
626.141 3.76523
626.365 3.91803
626.589 4.26601
626.701 4.59599
626.813 5.13225
626.925 6.05148
627.037 7.75036
627.149 11.2652
627.205 14.5297
627.261 19.9253
627.317 29.5985
627.345 37.4815
627.373 48.9881
627.401 66.4736
627.429 94.2644
627.457 140.376
627.485 218.133
627.518 357.985
627.550 460.691
627.582 380.564
627.615 246.348
627.647 157.886
627.679 107.070
627.711 77.1539
627.744 58.5250
627.776 46.2688
627.808 37.8141
627.872 27.2452
627.937 21.1341
628.001 17.2731
628.130 12.8224
628.259 10.4246
628.388 8.96922
628.516 8.01041
628.645 7.33982
628.903 6.47677
629.160 5.95405
629.418 5.60802
629.676 5.36403
630.191 5.04541
630.706 4.84809
631.221 4.71450
631.736 4.61821
632.767 4.48852
633.797 4.40480
634.827 4.34574
635.858 4.30141
637.919 4.23819
639.979 4.19516
641.010 4.18032
642.040 4.17522
642.555 4.18411
642.813 4.19705
643.070 4.22363
643.328 4.28332
643.457 4.34270
643.586 4.44835
643.714 4.66144
643.779 4.85903
643.843 5.19011
643.908 5.80535
643.940 6.33065
643.972 7.13876
644.004 8.46482
644.036 10.8266
644.069 15.4653
644.085 19.4574
644.101 25.2251
644.125 37.8733
644.150 46.2992
644.175 37.8730
644.199 25.2241
644.228 16.2060
644.257 11.5834
644.285 9.09141
644.314 7.63781
644.342 6.72826
644.371 6.12556
644.428 5.40575
644.485 5.01058
644.543 4.77117
644.657 4.50830
644.771 4.37458
644.886 4.29711
645.115 4.21459
645.343 4.17288
645.572 4.14807
646.030 4.11937
646.945 4.08933
647.860 4.06908
649.691 4.03318
651.521 3.99335
652.436 3.96952
653.351 3.94140
654.267 3.90710
655.182 3.86406
655.639 3.83849
656.097 3.81035
656.555 3.78159
657.012 3.76016
657.241 3.75996
657.470 3.77840
657.699 3.83850
657.927 3.99929
658.042 4.16275
658.156 4.43930
658.271 4.93011
658.385 5.86755
658.499 7.87298
658.557 9.78933
658.614 13.0365
658.671 19.0503
658.700 24.1024
658.728 31.6878
658.757 43.6419
658.785 63.5812
658.800 78.6184
658.814 98.8765
658.828 126.356
658.843 163.357
658.871 267.769
658.900 344.726
658.914 329.710
658.929 285.306
658.957 185.272
658.989 114.225
659.020 75.7232
659.052 53.9158
659.083 40.7684
659.115 32.2644
659.146 26.5010
659.209 19.3912
659.272 15.3237
659.335 12.7766
659.460 9.85353
659.586 8.28317
659.712 7.33155
659.838 6.70412
659.963 6.26465
660.215 5.69737
660.466 5.35251
660.718 5.12324
660.969 4.96090
661.472 4.74765
661.975 4.61463
662.478 4.52392
662.980 4.45811
663.986 4.36871
664.992 4.31033
665.997 4.26873
667.003 4.23720
669.015 4.19159
671.026 4.15908
675.049 4.11291
679.072 4.07879
683.094 4.05085
685.106 4.03919
687.117 4.03165
688.123 4.03314
689.129 4.04932
689.632 4.07717
689.883 4.10617
690.134 4.15954
690.386 4.27212
690.512 4.38115
690.637 4.57259
690.763 4.95481
690.826 5.30729
690.889 5.89401
690.952 6.97920
690.983 7.89878
691.014 9.30462
691.046 11.6012
691.077 15.6324
691.109 23.4056
691.124 29.9786
691.140 39.4114
691.165 60.6346
691.190 74.7733
691.215 60.6392
691.240 39.4170
691.262 27.0084
691.284 19.5748
691.306 15.0533
691.328 12.1792
691.373 8.93931
691.417 7.28000
691.461 6.32750
691.505 5.73335
691.594 5.06451
691.682 4.71664
691.770 4.51338
691.859 4.38443
691.947 4.29757
692.124 4.19104
692.301 4.13056
692.654 4.06731
693.007 4.03591
693.361 4.01748
694.068 3.99649
695.482 3.97508
696.895 3.96122
698.309 3.94975
699.723 3.94038
700.430 3.93785
701.137 3.94130
701.491 3.95102
701.844 3.98245
702.021 4.02596
702.197 4.13995
702.286 4.28020
702.374 4.60611
702.418 4.95802
702.463 5.64920
702.485 6.26597
702.507 7.24195
702.529 8.85899
702.551 11.5681
702.575 16.1685
702.600 19.2385
702.625 16.1690
702.649 11.5683
702.664 9.58723
702.679 8.19700
702.709 6.51715
702.738 5.62969
702.768 5.11897
702.827 4.59389
702.887 4.34679
703.006 4.12994
703.124 4.04048
703.362 3.96827
703.599 3.93955
704.074 3.91517
704.549 3.90342
706.449 3.87728
708.349 3.85478
710.248 3.82983
712.148 3.79969
713.098 3.78138
714.048 3.75978
714.998 3.73387
715.473 3.71957
715.948 3.70642
716.423 3.70287
716.660 3.71451
716.898 3.75360
717.016 3.79629
717.135 3.87086
717.254 4.00661
717.372 4.27169
717.491 4.85239
717.551 5.41789
717.610 6.39084
717.669 8.23837
717.699 9.82653
717.729 12.2543
717.758 16.2048
717.788 23.0675
717.818 35.9322
717.833 46.4396
717.847 61.1430
717.861 78.4284
717.874 98.6089
717.900 125.941
717.926 104.421
717.953 68.5932
717.981 43.8533
718.008 30.1481
718.036 22.2509
718.064 17.4375
718.092 14.2988
718.119 12.1610
718.175 9.50704
718.230 7.98536
718.286 7.02893
718.397 5.93103
718.508 5.34121
718.619 4.98341
718.730 4.74748
718.841 4.58227
719.063 4.36852
719.285 4.23801
719.728 4.08813
720.172 4.00445
720.616 3.95033
721.504 3.88197
722.392 3.83750
723.280 3.80356
725.056 3.74882
728.607 3.64992
732.158 3.53460
733.934 3.46273
735.710 3.37606
737.485 3.26920
739.261 3.13647
740.149 3.06034
741.037 2.98176
741.925 2.91399
742.813 2.90063
743.257 2.95318
743.700 3.10015
744.144 3.44645
744.588 4.25269
744.810 5.02363
745.032 6.28282
745.254 8.44683
745.476 12.4460
745.587 15.7696
745.698 20.6927
745.809 28.3233
745.920 40.8498
746.031 63.1171
746.087 81.0881
746.142 107.069
746.198 146.047
746.253 206.936
746.309 305.663
746.364 467.193
746.432 772.336
746.500 997.853
746.568 825.998
746.636 534.898
746.692 369.152
746.747 263.754
746.803 196.360
746.859 151.752
746.970 99.1551
747.081 70.8377
747.192 53.8899
747.303 42.9443
747.526 30.0782
747.748 23.0218
747.970 18.6977
748.193 15.8312
748.415 13.8185
748.860 11.2198
749.304 9.64356
749.749 8.60001
750.193 7.86523
751.083 6.90903
751.972 6.32381
752.861 5.95513
753.084 5.90391
753.306 5.90533
753.417 5.96481
753.528 6.15865
753.584 6.39946
753.640 6.92032
753.667 7.42472
753.695 8.28786
753.723 9.87595
753.751 12.9145
753.775 17.2855
753.800 20.2001
753.825 17.2727
753.849 12.8885
753.865 10.9533
753.880 9.60088
753.911 7.99403
753.942 7.15446
753.973 6.67416
754.034 6.17554
754.096 5.93504
754.219 5.70944
754.342 5.60083
754.588 5.48316
754.834 5.40837
755.326 5.29823
755.818 5.21043
757.787 4.95655
759.756 4.78677
761.725 4.66337
765.663 4.49331
769.600 4.37844
773.538 4.29253
777.476 4.22322
781.413 4.16487
783.382 4.14382
783.874 4.14385
784.367 4.15589
784.613 4.17755
784.859 4.24036
784.982 4.32260
785.105 4.52660
785.167 4.76340
785.228 5.27172
785.259 5.77313
785.290 6.65257
785.320 8.35416
785.336 9.79405
785.351 11.8453
785.376 16.4832
785.400 19.5732
785.425 16.4822
785.449 11.8435
785.467 9.54155
785.484 8.02169
785.502 7.01739
785.519 6.33673
785.555 5.51814
785.590 5.07282
785.660 4.63459
785.730 4.43602
785.871 4.26654
786.012 4.19764
786.293 4.14164
786.574 4.11834
787.137 4.09631
787.699 4.08366
789.950 4.04988
791.075 4.03654
792.200 4.02819
792.763 4.03063
793.325 4.05149
793.607 4.08624
793.747 4.12177
793.888 4.18583
794.029 4.31685
794.099 4.43950
794.169 4.64687
794.240 5.03790
794.275 5.37637
794.310 5.90242
794.345 6.78435
794.380 8.39430
794.398 9.73352
794.416 11.7061
794.433 14.6844
794.451 19.1522
794.475 28.2701
794.500 34.3561
794.525 28.2737
794.549 19.1563
794.569 14.1847
794.589 11.0891
794.609 9.13360
794.629 7.85407
794.669 6.36951
794.709 5.58785
794.749 5.13103
794.788 4.84245
794.868 4.51323
794.948 4.33980
795.027 4.23754
795.186 4.12737
795.505 4.03928
795.823 4.00344
796.460 3.97052
797.097 3.95209
798.371 3.92498
799.645 3.90048
802.193 3.84882
804.741 3.78698
807.288 3.70523
808.562 3.65111
809.836 3.58206
810.473 3.53951
811.110 3.48994
811.747 3.43235
812.384 3.36853
812.703 3.33797
813.021 3.31534
813.340 3.31642
813.658 3.38504
813.817 3.48027
813.976 3.66316
814.136 4.01922
814.295 4.75097
814.454 6.42148
814.534 8.08876
814.613 11.0135
814.693 16.6596
814.733 21.5791
814.773 29.2133
814.812 41.7633
814.852 63.9175
814.872 81.5222
814.892 106.334
814.912 141.780
814.932 192.189
814.966 317.377
815.000 410.478
815.034 340.942
815.068 222.123
815.092 163.270
815.115 122.870
815.139 95.2542
815.162 75.9904
815.209 52.0202
815.255 38.4428
815.302 30.0293
815.349 24.4814
815.442 17.8085
815.536 14.0802
815.629 11.7682
815.723 10.2242
815.816 9.13484
816.003 7.72209
816.190 6.86145
816.377 6.29025
816.564 5.88703
816.939 5.36013
817.313 5.03380
817.687 4.81260
818.061 4.65274
818.809 4.43600
819.557 4.29395
821.053 4.11215
822.549 3.99189
824.045 3.89781
827.037 3.73501
828.533 3.65219
830.029 3.56100
831.525 3.45514
833.021 3.32672
833.769 3.25150
834.517 3.16888
835.265 3.08317
836.013 3.01355
836.388 3.00395
836.762 3.04009
837.136 3.17976
837.510 3.57148
837.697 3.97623
837.884 4.66613
838.071 5.89726
838.258 8.25809
838.351 10.2732
838.445 13.3227
838.538 18.1685
838.632 26.3834
838.725 41.5970
838.772 54.3883
838.819 73.5389
838.865 103.751
838.912 153.945
838.959 242.751
839.006 404.048
839.053 667.293
839.100 861.277
839.147 712.209
839.195 460.924
839.226 339.123
839.258 255.208
839.321 156.938
839.384 106.246
839.447 77.3444
839.511 59.4122
839.574 47.5729
839.700 33.3489
839.827 25.4048
839.953 20.4920
840.080 17.2183
840.206 14.9137
840.459 11.9340
840.712 10.1276
840.965 8.93414
841.218 8.09566
841.723 7.00626
842.229 6.33682
842.735 5.88642
843.241 5.56345
844.252 5.13046
845.264 4.85127
846.275 4.65338
847.286 4.50309
849.309 4.28175
851.332 4.11549
855.378 3.84240
857.401 3.70878
859.424 3.56398
861.447 3.39751
863.470 3.19661
864.482 3.07916
865.493 2.95008
866.505 2.81565
867.516 2.70422
868.022 2.68551
868.528 2.73428
869.033 2.93584
869.539 3.50865
869.792 4.10199
870.045 5.11291
870.298 6.91325
870.551 10.3500
870.677 13.2727
870.804 17.6722
870.930 24.6194
871.056 36.2914
871.183 57.6435
871.246 75.3218
871.309 101.496
871.372 141.970
871.436 207.734
871.499 319.996
871.562 515.875
871.631 854.421
871.700 1106.30
871.769 917.415
871.838 594.659
871.888 426.845
871.939 314.542
871.989 239.497
872.039 188.091
872.140 125.328
872.240 90.3716
872.341 69.0251
872.442 55.0383
872.643 38.3701
872.844 29.1225
873.045 23.4111
873.246 19.6062
873.448 16.9249
873.850 13.4493
874.252 11.3296
874.655 9.91854
875.057 8.91798
875.862 7.59657
876.667 6.75887
877.472 6.16991
878.276 5.72013
879.886 5.02462
880.691 4.71756
881.495 4.41155
882.300 4.10829
882.703 3.98312
883.105 3.94273
883.306 4.00720
883.507 4.20131
883.708 4.66182
883.910 5.71995
884.111 8.31255
884.211 10.9976
884.312 15.8111
884.362 19.6929
884.413 25.2852
884.463 33.6456
884.513 46.7345
884.564 68.4455
884.614 107.137
884.639 138.182
884.664 182.008
884.689 244.957
884.714 335.009
884.757 559.244
884.800 730.004
884.843 611.006
884.886 400.401
884.919 283.277
884.953 206.806
884.986 156.803
885.020 123.197
885.087 82.7132
885.153 60.4498
885.220 46.9217
885.287 38.0953
885.421 27.5744
885.555 21.7129
885.689 18.0759
885.823 15.6375
885.956 13.9079
886.224 11.6444
886.492 10.2477
886.759 9.30767
887.027 8.63536
887.562 7.74012
888.098 7.17175
888.633 6.77773
889.168 6.48727
890.239 6.08453
891.310 5.81660
891.845 5.71530
892.380 5.63626
892.648 5.61204
892.916 5.61957
893.049 5.66067
893.183 5.79105
893.250 5.95601
893.317 6.32748
893.351 6.70620
893.384 7.39101
893.417 8.77271
893.434 9.98474
893.451 11.7798
893.475 15.5725
893.500 18.1013
893.525 15.5670
893.549 11.7683
893.566 9.95138
893.583 8.72905
893.617 7.34269
893.651 6.65252
893.684 6.27025
893.752 5.88558
893.819 5.70595
893.955 5.54344
894.090 5.46890
894.360 5.39276
894.630 5.34681
895.170 5.28019
895.711 5.22603
897.872 5.05402
900.033 4.91649
902.195 4.79323
904.356 4.66814
905.437 4.59787
906.517 4.51576
907.598 4.41248
908.138 4.34875
908.678 4.27592
908.949 4.23796
909.219 4.20354
909.489 4.18391
909.759 4.21169
909.894 4.27051
910.029 4.39586
910.164 4.65479
910.299 5.20664
910.435 6.49718
910.502 7.80181
910.570 10.0989
910.637 14.5503
910.671 18.4274
910.705 24.4086
910.739 34.2180
910.755 41.5373
910.772 51.3225
910.789 64.8204
910.806 83.6817
910.823 110.349
910.840 147.599
910.870 244.222
910.900 317.237
910.915 305.024
910.930 265.117
910.960 174.121
910.982 126.773
911.004 94.8792
911.026 73.4458
911.047 58.7493
911.091 40.6390
911.134 30.4769
911.178 24.2226
911.222 20.1150
911.309 15.1894
911.396 12.4337
911.483 10.7234
911.570 9.57661
911.657 8.76573
911.831 7.70814
912.005 7.05927
912.179 6.62565
912.353 6.31756
912.701 5.91154
913.050 5.65724
913.398 5.48322
913.746 5.35642
914.442 5.18295
915.139 5.06834
916.531 4.92185
917.924 4.82747
919.317 4.75776
922.102 4.65244
924.888 4.56394
926.281 4.51894
927.674 4.46887
929.066 4.40739
929.763 4.36878
930.459 4.32174
931.155 4.26388
931.504 4.23232
931.852 4.20610
932.026 4.20158
932.200 4.21270
932.374 4.25912
932.548 4.39092
932.635 4.52706
932.722 4.75772
932.809 5.16634
932.896 5.93813
932.984 7.55758
933.027 9.06641
933.071 11.5535
933.114 15.9718
933.158 24.6537
933.179 32.3191
933.201 44.1359
933.223 63.1574
933.245 93.7646
933.258 121.427
933.272 153.978
933.300 199.382
933.314 191.742
933.328 166.858
933.356 110.145
933.373 84.3024
933.390 65.8912
933.424 43.2960
933.458 31.1032
933.492 23.9540
933.526 19.4123
933.560 16.3604
933.628 12.6376
933.696 10.5205
933.764 9.19540
933.901 7.67038
934.037 6.84370
934.173 6.33733
934.309 5.99954
934.446 5.76050
934.718 5.44711
934.991 5.25245
935.263 5.12040
935.536 5.02503
936.081 4.89620
936.626 4.81261
937.171 4.75330
937.716 4.70847
938.806 4.64374
939.896 4.59765
942.076 4.53213
944.256 4.48357
946.436 4.44284
950.796 4.37034
955.156 4.29663
957.336 4.25453
959.516 4.20474
961.696 4.14068
962.786 4.09931
963.876 4.04770
964.421 4.01660
964.966 3.98115
965.511 3.94136
966.056 3.90026
966.329 3.88317
966.601 3.87505
966.874 3.89005
967.146 3.96609
967.283 4.05706
967.419 4.22236
967.555 4.53222
967.691 5.14959
967.828 6.52148
967.896 7.86461
967.964 10.1838
968.032 14.5827
968.066 18.3509
968.100 24.0861
968.134 33.3412
968.168 49.1560
968.202 78.2831
968.219 101.643
968.236 133.866
968.268 219.729
968.300 283.706
968.332 235.925
968.364 154.115
968.398 96.8086
968.432 65.1532
968.465 47.0113
968.499 35.9180
968.533 28.6908
968.567 23.7630
968.635 17.6461
968.703 14.1234
968.771 11.9054
968.906 9.34523
969.042 7.96105
969.178 7.11644
969.314 6.55654
969.449 6.16232
969.721 5.64979
969.992 5.33463
970.263 5.12254
970.535 4.97034
971.078 4.76560
971.620 4.63248
972.706 4.46231
973.791 4.34696
974.877 4.25087
975.420 4.20717
975.691 4.18943
975.962 4.18155
976.234 4.20533
976.369 4.25096
976.505 4.35641
976.641 4.61438
976.709 4.88170
976.776 5.36135
976.844 6.31377
976.878 7.16151
976.912 8.50403
976.946 10.7704
976.980 14.9213
977.014 23.3086
977.031 30.7090
977.048 41.6090
977.074 66.4756
977.100 84.9471
977.126 71.1061
977.152 47.5168
977.174 34.0760
977.195 25.5387
977.216 20.0566
977.237 16.4151
977.280 12.1041
977.322 9.77084
977.364 8.37068
977.407 7.46325
977.492 6.39127
977.576 5.79966
977.661 5.43426
977.831 5.01686
978.000 4.78966
978.170 4.64792
978.509 4.47965
978.849 4.38020
979.188 4.31143
979.866 4.21452
981.223 4.07423
982.580 3.94181
983.258 3.86891
983.937 3.78885
984.615 3.70223
985.294 3.61891
985.633 3.59014
985.972 3.58880
986.311 3.65379
986.651 3.88728
986.820 4.14702
986.990 4.60419
987.160 5.43902
987.329 7.06549
987.499 10.5866
987.584 13.9616
987.668 19.6690
987.753 30.1627
987.796 38.8917
987.838 51.8530
987.880 71.9534
987.923 104.711
987.965 160.808
988.008 259.038
988.054 429.641
988.100 557.760
988.146 464.684
988.193 303.334
988.239 195.302
988.285 133.087
988.331 96.2975
988.377 73.2960
988.423 58.0774
988.469 47.5668
988.562 34.3600
988.654 26.6644
988.746 21.7771
988.931 16.0928
989.115 12.9971
989.300 11.0996
989.484 9.83820
989.669 8.94872
990.038 7.79169
990.407 7.08149
990.776 6.60582
991.144 6.26695
991.882 5.81839
992.620 5.53604
993.358 5.34215
994.096 5.20061
995.572 5.00688
997.048 4.87925
998.524 4.78757
1000.00 4.71750
1003.14 4.60911
1006.29 4.53035
1009.43 4.46551
1012.57 4.40554
1015.71 4.34194
1017.29 4.30477
1018.86 4.25988
1020.43 4.20036
1021.22 4.16097
1022.00 4.11123
1022.39 4.08114
1022.79 4.04709
1023.18 4.00993
1023.57 3.97514
1023.77 3.96443
1023.96 3.96753
1024.16 4.00344
1024.36 4.12079
1024.46 4.24942
1024.55 4.47117
1024.65 4.87137
1024.75 5.64200
1024.85 7.28780
1024.90 8.84634
1024.95 11.4513
1025.00 16.1637
1025.04 25.6683
1025.07 34.4750
1025.09 47.9006
1025.12 71.0861
1025.14 108.476
1025.16 142.056
1025.17 178.935
1025.20 232.449
1025.22 222.705
1025.23 194.246
1025.26 127.577
1025.28 90.3598
1025.30 67.1441
1025.33 51.8176
1025.35 41.4063
1025.39 28.7860
1025.44 21.7933
1025.48 17.5308
1025.52 14.7378
1025.61 11.4040
1025.70 9.53137
1025.79 8.38569
1025.88 7.61865
1025.96 7.07565
1026.14 6.36470
1026.32 5.93129
1026.49 5.64142
1026.67 5.43532
1027.02 5.16298
1027.37 4.99290
1027.73 4.87618
1028.08 4.79139
1028.79 4.67502
1029.49 4.59805
1030.90 4.49860
1032.31 4.43246
1033.72 4.38094
1036.54 4.29279
1039.36 4.19906
1040.77 4.14081
1042.18 4.06706
1042.89 4.02112
1043.59 3.96681
1044.30 3.90206
1045.00 3.82660
1045.36 3.78726
1045.71 3.75276
1046.06 3.73687
1046.41 3.77998
1046.59 3.85760
1046.77 4.01703
1046.94 4.34100
1047.12 5.02624
1047.30 6.63508
1047.38 8.25391
1047.47 11.1124
1047.56 16.6604
1047.60 21.5088
1047.65 29.0437
1047.69 41.4398
1047.74 63.3140
1047.76 80.6749
1047.78 105.103
1047.80 139.917
1047.82 189.273
1047.86 312.116
1047.90 404.317
1047.94 338.123
1047.98 221.905
1048.01 153.330
1048.04 110.021
1048.07 82.5095
1048.10 64.3883
1048.17 43.1091
1048.23 31.6744
1048.30 24.8399
1048.36 20.4209
1048.49 15.2107
1048.62 12.3410
1048.74 10.5726
1048.87 9.39437
1049.00 8.56296
1049.26 7.48235
1049.51 6.82084
1049.77 6.37935
1050.02 6.06705
1050.54 5.65442
1051.05 5.39689
1051.56 5.22150
1052.07 5.09471
1053.09 4.92283
1054.12 4.81153
1055.14 4.73287
1056.16 4.67393
1058.21 4.59022
1060.26 4.53299
1062.31 4.49709
1062.82 4.49663
1063.33 4.51310
1063.58 4.54317
1063.84 4.63074
1063.97 4.74584
1064.10 5.03369
1064.16 5.37017
1064.22 6.10198
1064.26 6.83180
1064.29 8.13452
1064.32 10.6974
1064.34 12.9018
1064.35 15.8645
1064.38 22.7830
1064.40 27.1195
1064.43 22.4902
1064.45 15.8648
1064.47 12.2691
1064.49 10.0632
1064.51 8.54843
1064.52 7.58944
1064.56 6.41440
1064.60 5.79573
1064.67 5.17559
1064.74 4.90115
1064.89 4.66648
1065.04 4.57166
1065.33 4.49518
1065.62 4.46384
1066.21 4.43484
1066.80 4.41888
1069.15 4.37838
1071.50 4.34448
1073.85 4.30963
1076.20 4.26899
1077.37 4.24393
1078.55 4.21294
1079.72 4.17169
1080.31 4.14501
1080.89 4.11295
1081.48 4.07698
1081.78 4.06211
1082.07 4.06084
1082.22 4.07436
1082.36 4.10995
1082.51 4.19140
1082.66 4.37492
1082.80 4.82778
1082.88 5.30456
1082.95 6.15580
1083.02 7.88239
1083.06 9.43785
1083.10 11.8391
1083.13 16.0176
1083.17 23.4681
1083.19 29.9693
1083.21 38.9740
1083.23 52.2642
1083.24 71.8614
1083.26 94.1553
1083.27 118.678
1083.30 152.736
1083.33 126.822
1083.36 84.0902
1083.38 57.0907
1083.41 41.2972
1083.43 31.1446
1083.46 24.8476
1083.51 17.4176
1083.56 13.5511
1083.61 11.2069
1083.66 9.72665
1083.76 7.96480
1083.86 6.99572
1083.96 6.39845
1084.07 6.00009
1084.17 5.71861
1084.37 5.35046
1084.57 5.12552
1084.98 4.86702
1085.38 4.72397
1085.78 4.63378
1086.59 4.52536
1087.40 4.46136
1088.21 4.41789
1089.83 4.35961
1091.45 4.31880
1093.06 4.28557
1096.30 4.22650
1099.54 4.16377
1101.15 4.12631
1102.77 4.08084
1104.39 4.02151
1105.20 3.98340
1106.01 3.93678
1106.82 3.87940
1107.22 3.84758
1107.62 3.81924
1107.83 3.81151
1108.03 3.81600
1108.23 3.84831
1108.43 3.94856
1108.53 4.05483
1108.64 4.23740
1108.74 4.56381
1108.84 5.18734
1108.94 6.51012
1108.99 7.77374
1109.04 9.83977
1109.09 13.6521
1109.14 21.1883
1109.17 28.3070
1109.19 39.2516
1109.22 57.3424
1109.24 87.6934
1109.27 144.559
1109.30 185.421
1109.33 153.809
1109.36 101.715
1109.39 67.6656
1109.42 47.5040
1109.44 35.3452
1109.47 27.6365
1109.53 18.9095
1109.58 14.3739
1109.64 11.7168
1109.70 10.0209
1109.81 8.04296
1109.92 6.96238
1110.03 6.29835
1110.14 5.85565
1110.26 5.54232
1110.48 5.13172
1110.70 4.87587
1111.15 4.57231
1111.60 4.39225
1112.05 4.26574
1112.94 4.07766
1113.39 3.99570
1113.84 3.91613
1114.29 3.84008
1114.73 3.78047
1114.96 3.77064
1115.18 3.79500
1115.41 3.89486
1115.63 4.17501
1115.74 4.46208
1115.85 4.94665
1115.97 5.79963
1116.08 7.40331
1116.19 10.7395
1116.25 13.8296
1116.30 18.8897
1116.36 27.7958
1116.39 34.9013
1116.41 45.0482
1116.44 60.0128
1116.47 82.8410
1116.50 118.680
1116.53 172.679
1116.56 287.064
1116.60 370.701
1116.64 309.400
1116.68 204.594
1116.71 141.073
1116.74 102.130
1116.77 77.1588
1116.80 60.5800
1116.86 40.9440
1116.92 30.2982
1116.99 23.8950
1117.05 19.7353
1117.17 14.8059
1117.30 12.0593
1117.42 10.3762
1117.55 9.25040
1117.67 8.45344
1117.92 7.41048
1118.17 6.77253
1118.42 6.34416
1118.66 6.04139
1119.16 5.64582
1119.66 5.41619
1119.91 5.35426
1120.15 5.36105
1120.28 5.43496
1120.40 5.66947
1120.46 5.96141
1120.53 6.60388
1120.56 7.24100
1120.59 8.36303
1120.62 10.5201
1120.64 12.4061
1120.65 14.9306
1120.68 20.8347
1120.70 24.7664
1120.73 20.8244
1120.75 14.9098
1120.77 12.2385
1120.78 10.3895
1120.81 8.26700
1120.84 7.15336
1120.88 6.51356
1120.94 5.84636
1121.00 5.53407
1121.13 5.24801
1121.25 5.11956
1121.50 4.99658
1121.75 4.93063
1122.25 4.84949
1122.75 4.79618
1123.25 4.76114
1123.75 4.75386
1124.00 4.77855
1124.25 4.87330
1124.38 5.00603
1124.50 5.34282
1124.56 5.74035
1124.63 6.58318
1124.66 7.44407
1124.69 8.91966
