Na-23(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
3.27900E+06 2.24235
3.29230E+06 2.14072
3.29630E+06 2.11022
3.30170E+06 2.06898
3.31230E+06 2.01484
3.32000E+06 2.06829
3.32530E+06 2.10512
3.33260E+06 2.25773
3.33670E+06 2.34355
3.34720E+06 2.54933
3.36020E+06 2.48069
3.37160E+06 2.74431
3.37680E+06 2.73741
3.37970E+06 2.73347
3.38980E+06 2.46737
3.39110E+06 2.43304
3.39190E+06 2.41206
3.39330E+06 2.39549
3.39730E+06 2.34803
3.40000E+06 2.31615
3.40410E+06 2.26759
3.41630E+06 2.31818
3.44640E+06 2.16647
3.48370E+06 2.48791
3.49000E+06 2.46861
3.49430E+06 2.45543
3.49580E+06 2.45647
3.49710E+06 2.45764
3.50000E+06 2.45998
3.50600E+06 2.46473
3.51700E+06 2.47349
3.53540E+06 2.65559
3.54520E+06 2.73934
3.55600E+06 2.75077
3.56860E+06 2.54402
3.57660E+06 2.41281
3.58850E+06 2.28282
3.60000E+06 2.31125
3.61700E+06 2.35351
3.63620E+06 2.40144
3.63660E+06 2.40672
3.63850E+06 2.43325
3.65030E+06 2.59767
3.66220E+06 2.38388
3.67740E+06 2.45609
3.68460E+06 2.57051
3.68690E+06 2.60704
3.69140E+06 2.67865
3.70550E+06 2.74502
3.71200E+06 2.49659
3.71720E+06 2.54053
3.73150E+06 2.66123
3.74380E+06 2.29070
3.74560E+06 2.23654
3.75000E+06 2.21820
3.75320E+06 2.20477
3.75480E+06 2.22646
3.75482E+06 2.22673
3.76200E+06 2.32370
3.76380E+06 2.34796
3.76730E+06 2.39541
3.77000E+06 2.37058
3.77410E+06 2.33299
3.78460E+06 2.23690
3.78470E+06 2.23678
3.78660E+06 2.23951
3.78960E+06 2.24383
3.79650E+06 2.25390
3.80070E+06 2.20723
3.80950E+06 2.10935
3.83880E+06 2.13528
3.84000E+06 2.09595
3.84150E+06 2.04662
3.84750E+06 1.84938
3.85000E+06 1.85285
3.85610E+06 1.86106
3.87130E+06 2.12377
3.88860E+06 1.75981
3.90000E+06 1.82420
3.90140E+06 1.83211
3.90600E+06 1.85819
3.90700E+06 1.86381
3.91460E+06 2.14991
3.93090E+06 1.99965
3.96340E+06 2.31169
3.98610E+06 2.27409
4.00000E+06 2.30298
4.00100E+06 2.30503
4.00560E+06 2.31456
4.00760E+06 2.28633
4.01540E+06 2.17591
4.02510E+06 2.25975
4.03560E+06 2.16142
4.03562E+06 2.16122
4.04000E+06 2.12031
4.05000E+06 2.02664
4.05020E+06 2.02480
4.05024E+06 2.02445
4.05660E+06 1.96500
4.06200E+06 1.95231
4.06520E+06 1.94466
4.08800E+06 2.36667
4.09770E+06 2.39275
4.10000E+06 2.36364
4.10400E+06 2.31344
4.10420E+06 2.31074
4.12520E+06 2.04645
4.15300E+06 1.69630
4.17360E+06 1.82050
4.18760E+06 2.04303
4.20000E+06 2.33934
4.20610E+06 2.48499
4.21260E+06 2.52835
4.23290E+06 2.22523
4.23640E+06 2.17298
4.25480E+06 2.22214
4.27220E+06 2.17010
4.28410E+06 2.35501
4.28730E+06 2.35885
4.29820E+06 2.37215
4.30000E+06 2.39175
4.31660E+06 2.57169
4.34260E+06 2.21051
4.35230E+06 2.19028
4.36100E+06 2.32609
4.37070E+06 2.22206
4.39570E+06 2.22211
4.42510E+06 2.01992
4.45690E+06 1.88994
4.48630E+06 1.87245
4.50000E+06 1.81999
4.53040E+06 1.70351
4.53530E+06 1.68471
4.57080E+06 2.02561
4.58300E+06 2.16430
4.59400E+06 2.14412
4.60000E+06 2.09371
4.60260E+06 2.07189
4.62440E+06 2.07439
4.62830E+06 2.07479
4.64060E+06 2.22210
4.66870E+06 2.11523
4.69810E+06 1.87832
4.70000E+06 1.87718
4.70790E+06 1.87248
4.72260E+06 1.97067
4.75000E+06 1.98072
4.75440E+06 1.98230
4.77770E+06 2.09498
4.80950E+06 2.08050
4.84780E+06 2.01584
4.85460E+06 2.00433
4.85860E+06 1.99761
4.86150E+06 1.99266
4.88300E+06 1.95615
4.95280E+06 1.91866
4.97110E+06 1.80901
4.97930E+06 1.79636
4.98000E+06 1.79520
5.00000E+06 1.76432
5.00290E+06 1.75981
5.01640E+06 1.82920
5.05680E+06 1.84651
5.07400E+06 1.93611
5.10460E+06 1.89849
5.11970E+06 1.91501
5.13000E+06 1.92622
5.13640E+06 1.93321
5.16090E+06 2.10938
5.17190E+06 2.08344
5.18290E+06 1.98521
5.20000E+06 2.04583
5.24410E+06 2.20206
5.25000E+06 2.20380
5.27000E+06 2.21021
5.27110E+06 2.21048
5.29070E+06 1.96206
5.30000E+06 1.93733
5.31020E+06 1.91009
5.32980E+06 2.02284
5.34940E+06 1.98829
5.34980E+06 1.99013
5.35000E+06 1.99125
5.36290E+06 2.06034
5.39800E+06 2.07682
5.39960E+06 2.07798
5.40000E+06 2.07480
5.40470E+06 2.04143
5.42160E+06 1.92163
5.44370E+06 1.88120
5.45960E+06 2.24515
5.46570E+06 2.34919
5.48410E+06 1.95920
5.49630E+06 1.97937
5.50000E+06 1.92930
5.51380E+06 1.74250
5.52890E+06 1.84071
5.54240E+06 2.02558
5.56420E+06 1.98810
5.57230E+06 2.03542
5.58600E+06 2.11524
5.60000E+06 2.13116
5.60620E+06 2.13831
5.61600E+06 2.07810
5.61605E+06 2.07780
5.63000E+06 1.99199
5.63300E+06 1.97372
5.65990E+06 1.90430
5.72160E+06 1.88350
5.73720E+06 1.87830
5.75000E+06 1.87550
5.77000E+06 1.87121
5.77260E+06 1.87060
5.77263E+06 1.87059
5.80000E+06 1.86481
5.85000E+06 1.85411
5.88000E+06 1.84761
5.90500E+06 1.84211
5.90560E+06 1.84209
5.90810E+06 1.84158
5.91280E+06 1.84061
5.93000E+06 1.83680
5.95210E+06 1.83208
5.95500E+06 1.84410
5.96890E+06 1.90141
5.98740E+06 1.74250
6.00000E+06 1.73581
6.00920E+06 1.73093
6.01270E+06 1.74840
6.01272E+06 1.74850
6.02500E+06 1.81010
6.04780E+06 1.92452
6.05000E+06 1.92574
6.06460E+06 1.93319
6.07810E+06 1.75120
6.10000E+06 1.82292
6.12500E+06 1.90478
6.12840E+06 1.91590
6.14020E+06 2.11230
6.15000E+06 2.13525
6.15870E+06 2.15575
6.17500E+06 2.10448
6.17710E+06 2.09788
6.20000E+06 1.92440
6.20570E+06 1.88119
6.21630E+06 1.92292
6.22920E+06 1.97359
6.25000E+06 1.98041
6.26450E+06 1.98521
6.30000E+06 1.86299
6.30480E+06 1.84650
6.33000E+06 1.95379
6.33330E+06 1.96789
6.34520E+06 1.87839
6.35000E+06 1.84231
6.36000E+06 1.76659
6.36020E+06 1.76560
6.37000E+06 1.73571
6.38000E+06 1.70532
6.38200E+06 1.69920
6.40000E+06 1.69920
6.40550E+06 1.69919
6.41280E+06 1.75540
6.41820E+06 1.79699
6.41900E+06 1.80321
6.42510E+06 1.80402
6.42690E+06 1.80422
6.43000E+06 1.80460
6.44200E+06 1.80611
6.44910E+06 1.80701
6.46430E+06 1.80899
6.48780E+06 1.71650
6.50000E+06 1.79760
6.51300E+06 1.88410
6.53000E+06 1.96880
6.54490E+06 2.04315
6.54510E+06 2.04305
6.56510E+06 2.05738
6.58000E+06 1.95280
6.59020E+06 1.88121
6.60000E+06 1.87331
6.62000E+06 1.85720
6.65000E+06 1.83310
6.66920E+06 1.81761
6.71790E+06 1.67610
6.72500E+06 1.67771
6.76990E+06 1.68761
6.78000E+06 1.74760
6.79180E+06 1.81759
6.80000E+06 1.83920
6.82000E+06 1.89201
6.82030E+06 1.89269
6.82500E+06 1.87550
6.83370E+06 1.84360
6.85000E+06 1.70490
6.86730E+06 1.55759
6.87500E+06 1.59940
6.89920E+06 1.73074
6.90000E+06 1.72990
6.92500E+06 1.70018
6.93000E+06 1.69430
6.93340E+06 1.69021
6.94290E+06 1.67889
6.95000E+06 1.68019
6.96000E+06 1.68209
6.97500E+06 1.68478
6.98990E+06 1.68756
7.00000E+06 1.71420
7.00110E+06 1.71719
7.00980E+06 1.74021
7.01000E+06 1.74073
7.01830E+06 1.76270
7.02500E+06 1.76210
7.05000E+06 1.76000
7.05020E+06 1.75980
7.07500E+06 1.60879
7.07520E+06 1.60669
7.10000E+06 1.79601
7.10020E+06 1.79738
7.11610E+06 1.82339
7.12500E+06 1.73490
7.14340E+06 1.55181
7.15000E+06 1.57940
7.16620E+06 1.64719
7.17500E+06 1.61230
7.18440E+06 1.57491
7.20000E+06 1.72912
7.20720E+06 1.80032
7.22080E+06 1.74541
7.22500E+06 1.72622
7.23000E+06 1.70336
7.24360E+06 1.64138
7.25000E+06 1.67811
7.26630E+06 1.77139
7.27500E+06 1.76280
7.30000E+06 1.73819
7.32500E+06 1.71348
7.35000E+06 1.68887
7.37500E+06 1.66432
7.40000E+06 1.63966
7.41870E+06 1.62119
7.42200E+06 1.62907
7.42500E+06 1.63630
7.44000E+06 1.67244
7.45000E+06 1.69637
7.47000E+06 1.74456
7.47500E+06 1.75647
7.48240E+06 1.77430
7.50000E+06 1.80184
7.51200E+06 1.82051
7.52500E+06 1.80197
7.55000E+06 1.76652
7.56890E+06 1.73961
7.57500E+06 1.74791
7.59910E+06 1.78097
7.60000E+06 1.78207
7.62500E+06 1.81627
7.62810E+06 1.82046
7.65000E+06 1.82046
7.65760E+06 1.82048
7.67500E+06 1.78739
7.70000E+06 1.73981
7.71680E+06 1.70779
7.72500E+06 1.70259
7.75000E+06 1.68669
7.75300E+06 1.68483
7.77500E+06 1.67098
7.77590E+06 1.67027
7.79090E+06 1.63985
7.80000E+06 1.62145
7.81010E+06 1.60092
7.82500E+06 1.65768
7.85000E+06 1.75292
7.86700E+06 1.81761
7.87500E+06 1.80000
7.90000E+06 1.74490
7.90110E+06 1.74249
7.92500E+06 1.71449
7.95000E+06 1.68520
7.96000E+06 1.67339
7.97500E+06 1.65585
7.98980E+06 1.63849
8.00000E+06 1.67406
8.02000E+06 1.74378
8.02500E+06 1.76122
8.02620E+06 1.76558
8.05000E+06 1.77289
8.07500E+06 1.78044
8.09220E+06 1.78579
8.10000E+06 1.77020
8.12500E+06 1.72035
8.13180E+06 1.70679
8.14860E+06 1.67329
8.15000E+06 1.67057
8.17500E+06 1.62069
8.18780E+06 1.59520
8.20000E+06 1.58630
8.21960E+06 1.57199
8.22500E+06 1.58439
8.23000E+06 1.59578
8.25000E+06 1.64159
8.25370E+06 1.65011
8.27000E+06 1.61768
8.27500E+06 1.60783
8.30000E+06 1.55798
8.32200E+06 1.51430
8.32500E+06 1.52604
8.35000E+06 1.62343
8.35610E+06 1.64724
8.37500E+06 1.64844
8.40000E+06 1.64995
8.42000E+06 1.65112
8.42500E+06 1.65143
8.45000E+06 1.65299
8.47500E+06 1.65446
8.50000E+06 1.65612
8.52000E+06 1.65727
8.52500E+06 1.65759
8.55000E+06 1.65920
8.57500E+06 1.66070
8.60000E+06 1.66220
8.62500E+06 1.66378
8.65000E+06 1.66526
8.67500E+06 1.66690
8.68370E+06 1.66741
8.70000E+06 1.66902
8.72500E+06 1.67140
8.75000E+06 1.67378
8.77500E+06 1.67626
8.79000E+06 1.67778
8.80000E+06 1.67874
8.82000E+06 1.68069
8.82500E+06 1.68124
8.83160E+06 1.68185
8.85000E+06 1.66225
8.86000E+06 1.65157
8.87500E+06 1.63563
8.90000E+06 1.60906
8.90220E+06 1.60667
8.91000E+06 1.60413
8.92500E+06 1.59901
8.95000E+06 1.59057
8.97500E+06 1.58225
8.97950E+06 1.58066
8.98000E+06 1.58076
9.00000E+06 1.58652
9.01000E+06 1.58934
9.03470E+06 1.59630
9.05000E+06 1.60061
9.07000E+06 1.60624
9.08200E+06 1.60963
9.12500E+06 1.59325
9.15000E+06 1.58366
9.20000E+06 1.56468
9.23080E+06 1.55290
9.26400E+06 1.54031
9.35000E+06 1.60023
9.43390E+06 1.65872
9.49730E+06 1.65587
9.50000E+06 1.65578
9.58000E+06 1.65220
9.60000E+06 1.65129
9.62500E+06 1.65022
9.65000E+06 1.64913
9.75000E+06 1.64465
9.76550E+06 1.64398
9.85000E+06 1.64029
9.90000E+06 1.63811
9.95000E+06 1.63592
9.95570E+06 1.63564
9.98000E+06 1.63235
1.00000E+07 1.62965
1.00500E+07 1.62286
1.01000E+07 1.61617
1.01500E+07 1.60939
1.02350E+07 1.59802
1.02500E+07 1.59973
1.04000E+07 1.61668
1.05000E+07 1.62787
1.07500E+07 1.65620
1.09260E+07 1.67613
1.10000E+07 1.67635
1.15000E+07 1.67765
1.17500E+07 1.67820
1.19000E+07 1.67855
1.20000E+07 1.67893
1.20190E+07 1.67891
1.20300E+07 1.67911
1.21000E+07 1.68039
1.22000E+07 1.68216
1.23000E+07 1.68403
1.25000E+07 1.68756
1.26000E+07 1.68943
1.29500E+07 1.69570
1.29587E+07 1.69556
1.30000E+07 1.69650
1.32000E+07 1.70010
1.32400E+07 1.70090
1.33000E+07 1.70190
1.34600E+07 1.70481
1.37900E+07 1.71080
1.39480E+07 1.71361
1.40000E+07 1.71510
1.40200E+07 1.71565
1.41190E+07 1.71839
1.44000E+07 1.72640
1.47100E+07 1.73520
1.50000E+07 1.74340
1.56830E+07 1.76270
1.60000E+07 1.76909
1.70000E+07 1.78931
1.70400E+07 1.79011
1.74950E+07 1.79930
1.80000E+07 1.80951
1.84010E+07 1.81760
1.90000E+07 1.83170
1.99470E+07 1.85402
2.00000E+07 1.85522
