Rb-85(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
2213.58 4.04092
2213.69 2.91749
2213.80 2.20734
2214.01 1.38817
2214.23 0.951777
2214.45 0.694786
2214.66 0.529662
2214.88 0.418313
2215.31 0.280939
2215.75 0.203258
2216.61 0.123036
2217.48 0.0845928
2218.35 0.0633210
2220.08 0.0418574
2223.54 0.0265091
2227.01 0.0215263
2233.94 0.0207696
2237.40 0.0298996
2238.27 0.0393002
2239.14 0.0646785
2239.57 0.0976332
2240.00 0.181411
2240.22 0.282730
2240.44 0.512740
2240.55 0.758220
2240.65 1.22451
2240.71 1.62919
2240.76 2.25175
2240.82 3.24530
2240.87 4.84507
2240.94 7.75016
2241.00 9.64166
2241.07 7.70354
2241.13 4.84536
2241.17 3.59149
2241.21 2.70768
2241.29 1.64790
2241.37 1.09040
2241.45 0.773670
2241.61 0.445495
2241.77 0.291020
2242.09 0.156104
2242.40 0.100794
2243.04 0.0569720
2243.68 0.0404222
2246.22 0.0236636
2251.31 0.0200587
2261.50 0.0224965
2266.59 0.0260119
2271.68 0.0337346
2274.22 0.0426013
2276.77 0.0644562
2278.04 0.0922095
2278.68 0.118710
2279.31 0.165318
2279.95 0.260554
2280.27 0.351006
2280.59 0.507865
2280.91 0.816754
2281.06 1.09790
2281.22 1.56114
2281.38 2.40207
2281.46 3.10886
2281.54 4.15796
2281.62 5.84736
2281.70 8.68469
2281.78 13.9579
2281.86 23.9614
2281.93 38.4715
2282.00 47.9837
2282.07 38.2546
2282.14 23.9636
2282.23 13.5211
2282.31 8.32138
2282.39 5.51569
2282.48 3.91162
2282.56 2.90104
2282.64 2.24220
2282.81 1.45667
2282.98 1.02450
2283.14 0.764156
2283.48 0.481395
2283.81 0.339380
2284.14 0.259309
2284.81 0.178720
2285.48 0.143875
2286.14 0.129443
2287.47 0.133529
2288.81 0.180069
2289.48 0.232592
2290.14 0.328978
2290.81 0.528660
2291.14 0.717591
2291.47 1.04133
2291.81 1.66664
2291.98 2.22156
2292.14 3.10352
2292.31 4.64346
2292.47 7.61203
2292.56 10.2612
2292.64 14.3548
2292.72 21.0112
2292.81 31.9772
2292.90 51.2625
2293.00 63.9470
2293.10 51.0490
2293.19 31.9769
2293.29 19.3627
2293.39 12.4960
2293.49 8.58157
2293.59 6.20753
2293.69 4.68054
2293.79 3.64813
2293.99 2.39028
2294.18 1.68652
2294.38 1.25506
2294.78 0.776845
2295.17 0.532301
2295.57 0.390897
2296.36 0.242299
2297.15 0.169974
2297.95 0.129475
2299.53 0.0882511
2301.12 0.0689496
2302.70 0.0586152
2305.87 0.0490488
2312.20 0.0449764
2318.54 0.0474436
2331.21 0.0614812
2343.89 0.0897382
2350.22 0.113386
2356.56 0.148738
2362.90 0.204759
2369.23 0.301062
2372.40 0.377507
2375.57 0.487536
2378.74 0.653933
2381.91 0.922189
2383.49 1.12223
2385.08 1.39361
2386.66 1.77370
2388.24 2.32625
2389.83 3.16557
2391.41 4.50580
2393.00 6.75402
2394.58 10.6013
2396.29 16.9515
2398.00 21.1695
2399.71 16.9209
2401.42 10.5718
2403.00 6.73531
2404.58 4.49419
2406.16 3.15752
2407.75 2.32013
2410.91 1.38927
2414.07 0.919130
2417.23 0.651578
2420.40 0.485836
2426.72 0.300489
2433.04 0.205182
2439.37 0.150211
2445.69 0.116023
2452.02 0.0937844
2464.67 0.0699293
2477.32 0.0667843
2483.64 0.0785741
2486.80 0.0931906
2489.97 0.121585
2493.13 0.183605
2494.71 0.245075
2496.29 0.355333
2497.08 0.446474
2497.87 0.582587
2498.66 0.799370
2499.45 1.17414
2500.24 1.90855
2500.64 2.57070
2501.03 3.65074
2501.43 5.58750
2501.63 7.17907
2501.82 9.52097
2502.02 13.1803
2502.22 19.1801
2502.42 29.7490
2502.61 48.7598
2502.81 77.9326
2503.00 97.3497
2503.19 77.7588
2503.39 48.6211
2503.54 32.9117
2503.70 23.0145
2503.85 16.7338
2504.00 12.6103
2504.31 7.81052
2504.62 5.28220
2504.93 3.79642
2505.23 2.85994
2505.85 1.78929
2506.46 1.22678
2507.08 0.895871
2508.31 0.542709
2509.54 0.368202
2510.77 0.269594
2513.23 0.167981
2515.69 0.119427
2518.15 0.0926380
2523.07 0.0660198
2527.99 0.0544655
2532.91 0.0495361
2542.75 0.0507141
2552.60 0.0670699
2557.52 0.0861603
2562.44 0.122060
2564.90 0.152410
2567.36 0.198425
2569.82 0.272762
2572.28 0.403823
2574.74 0.667535
2575.97 0.912414
2577.20 1.32446
2577.82 1.64457
2578.43 2.09622
2579.05 2.76111
2579.66 3.79383
2580.28 5.51204
2580.58 6.82692
2580.89 8.63644
2581.20 11.2158
2581.51 14.9754
2581.81 20.6194
2582.12 29.0269
2582.56 46.3179
2583.00 57.7890
2583.44 46.2986
2583.88 29.0079
2584.32 17.9194
2584.76 11.6896
2585.19 8.07648
2585.63 5.86779
2586.07 4.43356
2586.51 3.46109
2587.38 2.26953
2588.25 1.59862
2589.13 1.18603
2590.88 0.727649
2592.63 0.492494
2594.38 0.356379
2596.13 0.270561
2597.88 0.213075
2601.38 0.143209
2604.87 0.104028
2608.37 0.0799262
2611.87 0.0641235
2618.87 0.0457430
2625.87 0.0371806
2629.37 0.0360040
2632.87 0.0389070
2634.62 0.0447016
2636.37 0.0615012
2637.24 0.0840762
2638.11 0.144207
2638.55 0.221873
2638.99 0.417676
2639.21 0.652969
2639.43 1.18298
2639.54 1.74362
2639.65 2.79738
2639.70 3.71204
2639.75 5.07845
2639.81 7.26959
2639.86 10.6759
2639.93 17.0873
2640.00 21.2696
2640.07 16.9889
2640.14 10.6768
2640.19 7.47391
2640.24 5.37192
2640.29 3.99064
2640.34 3.07421
2640.44 1.95155
2640.54 1.34792
2640.73 0.753900
2640.93 0.487390
2641.33 0.261396
2641.73 0.171650
2642.52 0.103345
2643.32 0.0800757
2644.90 0.0700903
2646.49 0.0812361
2648.08 0.117289
2648.88 0.155321
2649.67 0.224816
2650.47 0.370621
2650.86 0.511345
2651.26 0.758273
2651.66 1.25171
2651.86 1.70861
2652.05 2.46845
2652.25 3.88506
2652.35 5.08730
2652.45 6.93289
2652.55 9.99303
2652.65 15.3876
2652.75 25.9441
2652.80 35.1096
2652.85 48.1490
2652.92 77.2341
2653.00 96.2912
2653.08 76.8319
2653.15 48.1504
2653.23 29.7273
2653.31 19.3724
2653.38 13.3870
2653.46 9.72168
2653.53 7.34791
2653.61 5.73494
2653.76 3.75990
2653.91 2.64955
2654.07 1.96667
2654.37 1.20940
2654.67 0.819580
2654.98 0.594544
2655.28 0.452304
2655.58 0.357354
2656.19 0.241876
2656.80 0.177638
2658.01 0.113703
2659.23 0.0879386
2660.44 0.0872143
2661.05 0.103773
2661.65 0.158374
2661.96 0.231185
2662.26 0.410019
2662.41 0.614834
2662.57 1.04630
2662.64 1.46134
2662.72 2.17269
2662.79 3.49048
2662.87 6.00686
2662.93 9.58268
2663.00 11.9642
2663.07 9.58226
2663.13 6.00587
2663.19 3.97963
2663.24 2.75746
2663.30 1.99505
2663.35 1.50091
2663.46 0.932896
2663.57 0.636394
2663.79 0.355488
2664.01 0.231992
2664.45 0.128764
2664.89 0.0874083
2665.77 0.0542461
2666.65 0.0409011
2670.18 0.0242130
2673.70 0.0190125
2677.22 0.0162875
2691.31 0.0117154
2719.48 0.00922922
2733.57 0.00924889
2747.66 0.0107751
2754.70 0.0133338
2761.74 0.0208593
2765.27 0.0313690
2767.03 0.0418473
2768.79 0.0609194
2770.55 0.101348
2771.43 0.141186
2772.31 0.212691
2773.19 0.361454
2773.63 0.504656
2774.07 0.755711
2774.51 1.25724
2774.73 1.72021
2774.95 2.49428
2775.17 3.93040
2775.28 5.15551
2775.39 7.03925
2775.50 10.1291
2775.61 15.6308
2775.72 26.4368
2775.78 35.7419
2775.83 49.3015
2775.92 79.1964
2776.00 98.8673
2776.09 78.8205
2776.17 49.3025
2776.24 33.0257
2776.31 23.0177
2776.37 16.6951
2776.44 12.5572
2776.58 7.72993
2776.72 5.21147
2776.85 3.73036
2776.99 2.80292
2777.26 1.74240
2777.53 1.18646
2777.81 0.859883
2778.08 0.652095
2778.35 0.512264
2778.90 0.340432
2779.44 0.243490
2780.53 0.143549
2781.63 0.0957594
2782.72 0.0693112
2784.90 0.0425531
2789.26 0.0230842
2793.63 0.0162031
2802.36 0.0113490
2811.09 0.00979633
2828.55 0.00918241
2846.01 0.00980727
2863.47 0.0113616
2880.93 0.0144802
2889.66 0.0174697
2898.38 0.0236779
2902.75 0.0308024
2907.11 0.0489172
2909.30 0.0727286
2910.39 0.0959382
2911.48 0.137584
2912.57 0.224512
2913.12 0.309063
2913.66 0.458672
2913.93 0.581422
2914.21 0.763797
2914.48 1.05160
2914.75 1.54206
2915.03 2.48852
2915.16 3.33163
2915.30 4.67155
2915.44 7.01895
2915.57 11.5520
2915.64 15.5494
2915.71 21.7994
2915.78 31.9913
2915.84 48.8393
2915.92 78.3354
2916.00 97.6703
2916.08 77.9377
2916.16 48.8407
2916.23 31.9931
2916.29 21.9172
2916.36 15.6969
2916.43 11.6974
2916.56 7.13710
2916.69 4.77584
2916.83 3.40309
2916.96 2.55049
2917.23 1.58547
2917.50 1.08089
2917.77 0.786892
2918.04 0.600262
2918.30 0.474519
2918.84 0.320779
2919.38 0.234359
2920.45 0.145725
2921.52 0.103770
2922.60 0.0808433
2924.74 0.0583772
2929.03 0.0441462
2933.33 0.0417491
2941.91 0.0476880
2950.49 0.0629390
2959.08 0.0922629
2963.37 0.116953
2967.66 0.154398
2971.95 0.215367
2976.25 0.326196
2978.39 0.421591
2980.54 0.578333
2981.61 0.707954
2982.68 0.934053
2983.22 1.15043
2983.76 1.60292
2984.03 2.09679
2984.29 3.15786
2984.43 4.24156
2984.56 6.26633
2984.63 7.99131
2984.70 10.6036
2984.76 14.6952
2984.83 21.1488
2984.92 33.2222
2985.00 41.2791
2985.09 33.2608
2985.17 21.2266
2985.23 15.5078
2985.29 11.7107
2985.40 7.36971
2985.51 5.20298
2985.63 4.01033
2985.86 2.85357
2986.08 2.36363
2986.54 2.04418
2987.00 2.04216
2987.91 2.40109
2988.82 3.11583
2989.73 4.32756
2990.65 6.44818
2991.56 10.4503
2992.01 13.7499
2992.47 18.3902
2993.24 29.2727
2994.00 36.5045
2994.77 29.2902
2995.53 18.4452
2996.25 11.8172
2996.96 7.98479
2997.68 5.72983
2998.40 4.34699
2999.11 3.46821
2999.83 2.90345
3001.26 2.35030
3001.98 2.28637
3002.69 2.36030
3003.41 2.60532
3003.77 2.81497
3004.13 3.10463
3004.48 3.50239
3004.84 4.04685
3005.20 4.80225
3005.56 5.86924
3005.92 7.41162
3006.27 9.69905
3006.63 13.1641
3006.99 18.4024
3007.50 29.0990
3008.00 36.2176
3008.25 34.0867
3008.51 29.0278
3009.01 18.2714
3009.35 13.2216
3009.69 9.79051
3010.37 5.85548
3011.04 3.87002
3011.72 2.75887
3012.40 2.08133
3013.07 1.64216
3014.43 1.13481
3015.78 0.890686
3017.14 0.845174
3017.82 0.958537
3018.15 1.10143
3018.49 1.37237
3018.83 1.93517
3019.00 2.45590
3019.17 3.31917
3019.34 4.90095
3019.42 6.22208
3019.51 8.17831
3019.59 11.3094
3019.68 16.5283
3019.76 26.0960
3019.85 43.9371
3019.92 70.0671
3020.00 87.4876
3020.08 70.0596
3020.15 43.9225
3020.22 28.4940
3020.29 19.3201
3020.36 13.7727
3020.43 10.3023
3020.57 6.33738
3020.70 4.32507
3020.84 3.16095
3020.98 2.43908
3021.25 1.61889
3021.53 1.18899
3021.80 0.934439
3022.35 0.657376
3022.90 0.513609
3023.45 0.426941
3024.55 0.327238
3026.75 0.231944
3028.95 0.182261
3033.35 0.127172
3037.74 0.0961850
3046.54 0.0624079
3055.33 0.0448501
3064.13 0.0344996
3072.92 0.0279460
3090.51 0.0207545
3108.10 0.0178286
3125.69 0.0177905
3143.28 0.0215737
3152.07 0.0281203
3156.47 0.0424729
3157.57 0.0550008
3158.67 0.0878196
3159.22 0.130399
3159.76 0.239980
3160.04 0.375430
3160.31 0.695994
3160.45 1.05177
3160.59 1.76724
3160.66 2.43222
3160.73 3.50419
3160.80 5.39195
3160.86 8.71072
3160.93 13.9515
3161.00 17.3746
3161.07 13.8709
3161.14 8.71128
3161.18 6.22439
3161.23 4.57943
3161.32 2.69354
3161.42 1.73815
3161.51 1.21318
3161.69 0.686305
3161.88 0.445017
3162.25 0.238643
3162.62 0.155754
3163.36 0.0910602
3164.10 0.0672746
3165.57 0.0505908
3167.05 0.0458300
3172.97 0.0494225
3178.88 0.0649076
3184.80 0.0944490
3187.76 0.119048
3190.72 0.155843
3193.67 0.214266
3196.63 0.314980
3199.59 0.510897
3201.07 0.686539
3202.55 0.970777
3204.02 1.47367
3204.76 1.88226
3205.50 2.47923
3206.24 3.39504
3206.98 4.87228
3207.72 7.38852
3208.46 11.7772
3209.23 18.8295
3210.00 23.5223
3210.77 18.8183
3211.54 11.7664
3212.08 8.35064
3212.61 6.07077
3213.15 4.54657
3213.69 3.50386
3214.76 2.23677
3215.83 1.54034
3216.90 1.12125
3217.98 0.851641
3220.12 0.538534
3222.27 0.371452
3224.41 0.272289
3228.70 0.166107
3232.99 0.114797
3237.28 0.0901500
3239.43 0.0874588
3241.57 0.100610
3242.64 0.126200
3243.72 0.202095
3244.25 0.304606
3244.52 0.402416
3244.79 0.571473
3245.06 0.900736
3245.19 1.19610
3245.32 1.67455
3245.46 2.52058
3245.59 4.21162
3245.66 5.74973
3245.73 8.23308
3245.79 12.4628
3245.86 19.8431
3245.93 31.7660
3246.00 39.7339
3246.07 31.7661
3246.14 19.8432
3246.18 14.5547
3246.23 10.9455
3246.31 6.63740
3246.40 4.36011
3246.49 3.07488
3246.57 2.27281
3246.66 1.75300
3246.83 1.13692
3247.00 0.799724
3247.18 0.597004
3247.52 0.376623
3247.87 0.265138
3248.21 0.201278
3248.90 0.134101
3250.29 0.0821935
3251.67 0.0620083
3254.43 0.0450986
3257.20 0.0373591
3262.72 0.0294132
3268.25 0.0251467
3279.30 0.0211890
3290.36 0.0211749
3301.41 0.0261689
3306.94 0.0324940
3312.47 0.0448122
3315.23 0.0554538
3317.99 0.0718597
3320.76 0.0989041
3323.52 0.147915
3324.90 0.188867
3326.28 0.250800
3327.67 0.350860
3329.05 0.527884
3329.74 0.672680
3330.43 0.887257
3331.12 1.22462
3331.81 1.79918
3332.50 2.89592
3332.85 3.86172
3333.19 5.38930
3333.37 6.51302
3333.54 8.01727
3333.71 10.0874
3333.88 13.0089
3334.06 17.3354
3334.23 23.9216
3334.40 34.4335
3334.57 51.1526
3334.79 81.8782
3335.00 102.374
3335.21 81.8673
3335.43 51.1416
3335.60 34.0451
3335.78 23.4915
3335.96 16.9092
3336.13 12.6645
3336.49 7.76631
3336.84 5.20980
3337.19 3.72459
3337.55 2.79060
3338.25 1.73054
3338.96 1.17639
3339.66 0.851447
3340.37 0.644954
3341.08 0.505698
3342.49 0.335352
3343.90 0.239257
3345.31 0.179754
3346.72 0.140374
3349.55 0.0931207
3352.37 0.0669423
3355.20 0.0509296
3358.02 0.0404346
3363.67 0.0279773
3369.32 0.0211913
3380.62 0.0147023
3391.92 0.0126469
3397.56 0.0129326
3403.21 0.0146105
3408.86 0.0193553
3414.51 0.0340868
3417.34 0.0548879
3418.75 0.0756118
3420.16 0.113204
3421.57 0.192318
3422.28 0.269548
3422.98 0.406924
3423.34 0.519749
3423.69 0.687705
3424.04 0.953401
3424.40 1.40995
3424.75 2.29354
3424.93 3.08456
3425.10 4.35184
3425.28 6.58907
3425.46 10.9823
3425.54 14.9765
3425.63 21.2764
3425.72 31.7967
3425.81 49.6982
3425.90 79.4899
3426.00 99.3397
3426.10 79.4886
3426.19 49.6983
3426.25 36.5140
3426.31 27.3114
3426.43 16.4054
3426.55 10.7368
3426.67 7.51020
3426.79 5.52522
3426.91 4.22595
3427.15 2.69786
3427.39 1.86488
3427.63 1.36654
3428.11 0.823035
3428.59 0.549911
3429.07 0.393730
3430.03 0.231223
3430.98 0.152749
3431.94 0.109048
3433.86 0.0645552
3435.78 0.0434787
3437.69 0.0318554
3441.52 0.0201006
3449.19 0.0114623
3456.85 0.00831646
3464.52 0.00681264
3472.19 0.00599126
3487.52 0.00528922
3502.85 0.00538666
3518.18 0.00672509
3525.84 0.00876667
3533.51 0.0144409
3537.34 0.0221089
3541.17 0.0432667
3543.09 0.0720114
3544.05 0.100267
3545.01 0.151078
3545.96 0.256969
3546.44 0.359429
3546.92 0.540037
3547.40 0.904089
3547.64 1.24440
3547.88 1.81725
3548.12 2.90307
3548.24 3.84731
3548.36 5.31262
3548.48 7.79911
3548.60 12.4115
3548.66 16.2895
3548.72 22.0721
3548.78 30.9372
3548.84 44.2826
3548.92 70.9410
3549.00 88.7517
3549.08 70.9411
3549.16 44.2835
3549.22 31.6785
3549.27 23.2967
3549.38 13.6667
3549.49 8.81475
3549.60 6.10747
3549.70 4.46406
3549.81 3.39846
3550.03 2.15292
3550.24 1.48340
3550.46 1.08368
3550.89 0.651389
3551.32 0.435001
3551.76 0.312100
3552.62 0.184751
3553.49 0.123626
3554.35 0.0898638
3556.08 0.0561260
3559.53 0.0336188
3562.99 0.0298528
3566.45 0.0369200
3569.91 0.0662190
3571.63 0.108557
3572.50 0.150562
3573.36 0.226135
3574.23 0.383125
3574.66 0.533771
3575.09 0.796791
3575.52 1.31863
3575.74 1.79670
3575.96 2.58935
3576.17 4.04118
3576.28 5.26315
3576.39 7.11641
3576.50 10.0981
3576.60 15.2586
3576.71 24.9648
3576.82 44.2586
3576.91 70.8733
3577.00 88.3179
3577.09 70.5611
3577.18 44.2588
3577.24 32.8040
3577.29 24.8422
3577.40 15.1332
3577.51 9.99366
3577.62 7.05363
3577.73 5.20937
3577.83 3.99565
3578.05 2.56109
3578.27 1.77476
3578.49 1.30296
3578.92 0.787507
3579.36 0.526979
3579.79 0.377765
3580.66 0.222398
3581.53 0.147205
3582.40 0.105275
3584.14 0.0625220
3587.61 0.0310651
3591.09 0.0198185
3598.05 0.0118879
3605.00 0.00972895
3611.96 0.0102341
3618.91 0.0150037
3622.39 0.0224371
3625.87 0.0437793
3627.61 0.0730991
3628.47 0.101939
3629.34 0.153673
3630.21 0.261002
3630.65 0.364127
3631.08 0.543816
3631.52 0.901492
3631.73 1.22881
3631.95 1.77183
3632.17 2.77373
3632.28 3.62028
3632.39 4.89437
3632.50 6.96867
3632.60 10.5369
3632.71 17.3474
3632.77 22.9482
3632.82 30.8479
3632.91 49.2938
3633.00 61.5655
3633.09 49.2934
3633.18 30.8481
3633.26 19.7994
3633.34 13.3403
3633.43 9.40040
3633.51 6.94502
3633.67 4.17623
3633.83 2.76792
3634.00 1.96309
3634.16 1.46263
3634.48 0.901791
3634.81 0.610365
3635.13 0.441027
3635.79 0.261461
3636.44 0.173377
3637.09 0.123897
3638.39 0.0731318
3641.00 0.0355949
3643.60 0.0221470
3648.81 0.0125866
3654.02 0.00968509
3664.44 0.0124758
3667.05 0.0176528
3669.65 0.0327440
3670.95 0.0535434
3672.26 0.110671
3672.91 0.186505
3673.56 0.385778
3673.88 0.636775
3674.05 0.866259
3674.21 1.24287
3674.37 1.93305
3674.45 2.51573
3674.53 3.38471
3674.62 4.79192
3674.70 7.17525
3674.78 11.5783
3674.86 20.1172
3674.93 32.2311
3675.00 40.1372
3675.07 32.0498
3675.14 20.1178
3675.20 13.5504
3675.25 9.49227
3675.31 6.91066
3675.37 5.21226
3675.48 3.23095
3675.59 2.18244
3675.70 1.56357
3675.82 1.17616
3676.04 0.733606
3676.26 0.500049
3676.49 0.363302
3676.94 0.216992
3677.84 0.103928
3678.73 0.0618874
3680.53 0.0306087
3682.32 0.0193440
3685.91 0.0112434
3689.50 0.00864161
3696.69 0.00943841
3700.28 0.0195029
3702.07 0.0564901
3702.52 0.0913936
3702.97 0.180194
3703.20 0.287872
3703.42 0.533532
3703.53 0.794059
3703.64 1.29542
3703.76 2.41165
3703.81 3.50355
3703.87 5.28000
3703.93 8.45277
3704.00 10.5194
3704.07 8.40261
3704.13 5.28036
3704.19 3.38320
3704.25 2.28096
3704.38 1.18889
3704.50 0.717084
3704.62 0.477446
3704.86 0.255681
3705.10 0.160702
3705.58 0.0829389
3706.07 0.0532593
3708.00 0.0277980
3709.93 0.0543896
3710.42 0.0852040
3710.90 0.165587
3711.14 0.264470
3711.38 0.493411
3711.50 0.741423
3711.63 1.22966
3711.75 2.35949
3711.81 3.49940
3711.87 5.41965
3711.93 8.68464
3712.00 10.8686
3712.07 8.68467
3712.13 5.41962
3712.20 3.26546
3712.27 2.10420
3712.41 1.04393
3712.55 0.611238
3712.69 0.400777
3712.97 0.210305
3713.24 0.130173
3713.80 0.0654791
3714.35 0.0405209
3716.56 0.0141888
3720.99 0.00664960
3729.85 0.00437621
3747.56 0.00369271
3782.99 0.00387396
3800.70 0.00433478
3818.41 0.00541318
3836.12 0.0101025
3840.55 0.0146366
3844.98 0.0272074
3847.19 0.0443800
3849.41 0.0919376
3850.51 0.156034
3851.07 0.218435
3851.62 0.328817
3852.18 0.553611
3852.45 0.765214
3852.73 1.12498
3853.01 1.81650
3853.14 2.42987
3853.28 3.40037
3853.42 5.08913
3853.56 8.31668
3853.63 11.1316
3853.70 15.4838
3853.77 22.4766
3853.84 33.8304
3853.92 54.2325
3854.00 67.6053
3854.08 53.9705
3854.17 33.8309
3854.24 21.2399
3854.32 14.0810
3854.40 9.80610
3854.48 7.18548
3854.64 4.27426
3854.79 2.81446
3854.95 1.98759
3855.11 1.47649
3855.42 0.905753
3855.74 0.611895
3856.05 0.441261
3856.68 0.261484
3857.30 0.173497
3857.93 0.124153
3859.19 0.0735810
3861.70 0.0362974
3864.21 0.0229824
3869.23 0.0134566
3874.25 0.0102447
3884.29 0.00832286
3894.33 0.00814840
3914.41 0.00953434
3934.50 0.0128068
3954.58 0.0196605
3964.62 0.0261042
3974.66 0.0371046
3984.70 0.0583183
3989.72 0.0772808
3994.74 0.108057
3999.77 0.163104
4002.28 0.208656
4004.79 0.277182
4007.30 0.387908
4009.81 0.588290
4011.06 0.763270
4012.32 1.06718
4012.94 1.34455
4013.57 1.89059
4013.89 2.46221
4014.20 3.68333
4014.36 4.94799
4014.51 7.38521
4014.59 9.55818
4014.67 12.9399
4014.75 18.5115
4014.83 27.8533
4014.91 43.6225
4015.00 54.1261
4015.09 43.7008
4015.17 28.0107
4015.28 16.8080
4015.38 11.1367
4015.48 8.09102
4015.58 6.33310
4015.78 4.55390
4015.98 3.78325
4016.38 3.28240
4016.78 3.30480
4017.58 3.96601
4018.38 5.17710
4019.69 8.12758
4021.00 10.1100
4022.31 8.08580
4023.62 5.06989
4025.18 2.89726
4026.73 1.84336
4027.51 1.57278
4028.29 1.49660
4028.68 1.61651
4029.07 2.07054
4029.26 2.65730
4029.45 3.95363
4029.55 5.24055
4029.65 7.50417
4029.75 11.8434
4029.79 15.5304
4029.84 20.6800
4029.92 32.6318
4030.00 40.6164
4030.08 32.6063
4030.16 20.6293
4030.25 12.0803
4030.34 7.71754
4030.43 5.36884
4030.53 4.00876
4030.71 2.57240
4030.89 1.87708
4031.26 1.24181
4031.62 0.958044
4032.36 0.695026
4033.09 0.563726
4034.55 0.418561
4036.02 0.332620
4038.94 0.230006
4041.87 0.170472
4047.73 0.106105
4053.58 0.0737035
4059.44 0.0552069
4065.30 0.0437845
4077.01 0.0314001
4088.72 0.0258793
4100.44 0.0241070
4112.15 0.0267483
4118.00 0.0377891
4119.47 0.0484310
4120.93 0.0772961
4121.66 0.115584
4122.40 0.216894
4122.76 0.345677
4123.13 0.663331
4123.31 1.03223
4123.49 1.83124
4123.59 2.63149
4123.68 4.04155
4123.77 6.84569
4123.82 9.26866
4123.86 12.7136
4123.93 20.3134
4124.00 25.3746
4124.07 20.3137
4124.14 12.7140
4124.22 7.29631
4124.30 4.51759
4124.38 3.01912
4124.46 2.14493
4124.63 1.23552
4124.79 0.804784
4125.11 0.423424
4125.43 0.265898
4126.08 0.140577
4126.73 0.0929696
4128.02 0.0573161
4129.31 0.0446149
4134.48 0.0336986
4144.82 0.0369485
4155.16 0.0476487
4165.50 0.0678805
4175.84 0.109087
4181.01 0.147229
4186.18 0.210881
4191.35 0.328378
4193.94 0.428005
4196.52 0.580204
4199.11 0.827556
4201.69 1.26196
4202.98 1.60784
4204.28 2.09723
4205.57 2.80193
4206.86 3.81012
4208.93 6.08911
4211.00 7.60344
4213.07 6.08148
4215.14 3.80275
4216.76 2.59446
4218.37 1.82568
4219.99 1.33379
4221.60 1.00898
4224.83 0.628359
4228.07 0.426213
4231.30 0.307500
4234.53 0.232412
4240.99 0.147050
4247.45 0.103344
4253.92 0.0812209
4257.15 0.0781134
4260.38 0.0880386
4261.99 0.108695
4263.61 0.171445
4264.42 0.257671
4264.82 0.341301
4265.23 0.488245
4265.63 0.781862
4265.83 1.05258
4266.03 1.50433
4266.24 2.33957
4266.34 3.04937
4266.44 4.13638
4266.54 5.90908
4266.64 9.03795
4266.74 15.0991
4266.79 20.1851
4266.84 27.4826
4266.92 44.0182
4267.00 55.0724
4267.08 44.0181
4267.16 27.4825
4267.22 19.5881
4267.27 14.3663
4267.32 10.8386
4267.38 8.40386
4267.49 5.41830
4267.59 3.75896
4267.70 2.74696
4267.81 2.09912
4268.03 1.34270
4268.24 0.934999
4268.46 0.693008
4268.89 0.430664
4269.33 0.299445
4269.76 0.224505
4270.62 0.146349
4272.36 0.0867170
4274.09 0.0640255
4277.55 0.0456475
4281.01 0.0376954
4287.94 0.0308599
4291.41 0.0328405
4293.14 0.0475839
4294.00 0.0996093
4294.44 0.248218
4294.65 0.565148
4294.76 1.02310
4294.87 2.19310
4294.93 3.48471
4295.00 4.35968
4295.07 3.48471
4295.13 2.19307
4295.24 1.02298
4295.35 0.564928
4295.56 0.247823
4296.00 0.0988762
4296.86 0.0461917
4298.59 0.0301447
4302.06 0.0255614
4308.98 0.0274956
4312.44 0.0338496
4315.91 0.0537268
4317.64 0.0816641
4319.37 0.159149
4320.23 0.262775
4320.67 0.362592
4321.10 0.536938
4321.53 0.885249
4321.75 1.20710
4321.96 1.74156
4322.18 2.73467
4322.29 3.57528
4322.40 4.86183
4322.51 6.95840
4322.61 10.6556
4322.72 17.8102
4322.78 23.8825
4322.83 32.6255
4322.92 52.3704
4323.00 65.3526
4323.09 52.1252
4323.17 32.6258
4323.26 20.0155
4323.34 13.0455
4323.43 8.98147
4323.51 6.52791
4323.60 4.92235
4323.68 3.84548
4323.85 2.52492
4324.03 1.77794
4324.20 1.32125
4324.54 0.811760
4324.88 0.550551
4325.22 0.399271
4325.90 0.240064
4326.58 0.162356
4327.27 0.118824
4328.63 0.0742513
4331.36 0.0413364
4334.09 0.0295775
4339.54 0.0215193
4345.00 0.0200346
4350.46 0.0225677
4355.92 0.0333085
4358.65 0.0486017
4361.37 0.0905183
4362.74 0.146425
4363.42 0.200571
4364.10 0.296570
4364.79 0.492703
4365.13 0.678750
4365.47 0.999839
4365.81 1.62639
4365.98 2.19272
4366.15 3.10947
4366.32 4.75424
4366.41 6.09373
4366.49 8.06809
4366.58 11.1686
4366.66 16.2050
4366.75 24.9666
4366.83 40.6659
4366.92 65.2065
4367.00 81.3120
4367.09 64.8993
4367.17 40.6679
4367.24 27.4265
4367.31 19.1223
4367.37 13.8738
4367.44 10.4802
4367.58 6.47449
4367.71 4.37971
4367.85 3.14607
4367.98 2.37312
4368.25 1.48921
4368.52 1.02652
4368.80 0.755658
4369.34 0.469906
4369.88 0.333292
4370.42 0.261349
4371.51 0.207426
4372.59 0.229909
4373.13 0.278207
4373.67 0.376524
4374.22 0.588643
4374.49 0.792339
4374.76 1.14308
4375.03 1.81919
4375.16 2.42085
