Br-81(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
4082.34 3.69475
4082.42 2.63232
4082.56 1.51745
4082.70 0.982917
4082.99 0.509603
4083.28 0.313355
4083.86 0.156702
4084.43 0.0969044
4085.58 0.0517073
4086.74 0.0351791
4091.34 0.0187858
4100.55 0.0155255
4109.77 0.0167204
4118.98 0.0196821
4128.19 0.0249541
4137.40 0.0355559
4142.01 0.0466956
4146.62 0.0725010
4148.92 0.104422
4150.07 0.134794
4151.22 0.188476
4152.38 0.299396
4152.95 0.406541
4153.53 0.595399
4154.10 0.978998
4154.39 1.33962
4154.68 1.95528
4154.97 3.13540
4155.11 4.17766
4155.25 5.83930
4155.40 8.71014
4155.54 14.2418
4155.61 19.0797
4155.69 26.5797
4155.76 38.6677
4155.83 58.0108
4155.92 92.9436
4156.00 115.845
4156.09 92.5104
4156.17 58.0118
4156.25 36.6140
4156.33 24.3711
4156.41 17.0987
4156.49 12.5554
4156.65 7.49700
4156.81 4.96684
4156.97 3.52085
4157.13 2.63134
4157.45 1.63509
4157.78 1.11972
4158.10 0.820601
4158.74 0.506028
4159.38 0.352861
4160.02 0.267716
4161.30 0.182339
4162.59 0.144068
4163.87 0.125214
4166.43 0.112360
4171.57 0.126416
4176.70 0.175227
4181.83 0.282715
4184.39 0.384442
4186.96 0.556700
4188.24 0.691132
4189.52 0.881402
4190.81 1.16258
4192.09 1.60102
4193.37 2.33592
4194.01 2.90151
4194.66 3.68598
4195.30 4.81101
4195.94 6.47011
4196.58 8.98307
4197.22 12.7924
4198.11 20.4478
4199.00 25.5407
4199.89 20.4369
4200.78 12.7818
4201.48 8.71941
4202.17 6.13435
4202.87 4.48025
4203.56 3.38737
4204.95 2.10719
4206.34 1.42750
4207.73 1.02781
4209.12 0.774545
4211.90 0.485129
4214.68 0.332812
4217.46 0.243222
4223.02 0.147737
4228.58 0.100884
4234.13 0.0747584
4245.25 0.0491674
4256.37 0.0397660
4267.49 0.0417925
4273.05 0.0512535
4275.83 0.0617463
4278.61 0.0814449
4281.39 0.123799
4282.78 0.165659
4284.16 0.240844
4284.86 0.303234
4285.55 0.396986
4286.25 0.547192
4286.94 0.809557
4287.64 1.33263
4287.99 1.81476
4288.33 2.61559
4288.68 4.09761
4288.86 5.35557
4289.03 7.26598
4289.20 10.3893
4289.29 12.7241
4289.38 15.8425
4289.46 20.2067
4289.55 26.3935
4289.64 35.3061
4289.72 47.9085
4289.86 76.6377
4290.00 95.7883
4290.07 90.0771
4290.14 76.6330
4290.28 47.9037
4290.37 35.1797
4290.45 26.3054
4290.63 15.8398
4290.80 10.3872
4290.97 7.27807
4291.15 5.35415
4291.32 4.10232
4291.66 2.62378
4292.01 1.81931
4292.36 1.33758
4293.05 0.813336
4293.74 0.549546
4294.43 0.398977
4295.13 0.304843
4295.82 0.242294
4297.20 0.166842
4298.59 0.124915
4301.36 0.0826042
4304.13 0.0630510
4306.90 0.0527609
4312.44 0.0437855
4323.52 0.0430013
4334.60 0.0541868
4345.68 0.0827433
4351.22 0.111280
4356.76 0.161781
4362.30 0.263128
4365.07 0.356897
4366.46 0.424555
4367.84 0.513976
4369.23 0.635482
4370.61 0.806222
4372.00 1.05627
4373.38 1.44196
4374.07 1.71766
4374.77 2.07739
4375.46 2.55859
4376.15 3.21630
4376.84 4.14209
4377.54 5.47601
4378.23 7.44259
4378.92 10.3262
4379.96 16.5149
4381.00 20.6368
4382.04 16.5053
4383.08 10.3171
4383.86 7.14416
4384.64 5.08811
4385.42 3.75151
4386.20 2.85735
4387.75 1.79652
4389.31 1.22602
4390.87 0.888187
4392.43 0.672975
4395.54 0.425846
4398.66 0.295429
4401.78 0.218699
4408.01 0.137426
4414.24 0.0985040
4420.47 0.0780915
4432.94 0.0633451
4445.40 0.0713590
4451.63 0.0866487
4457.86 0.117137
4464.10 0.181752
4467.21 0.242846
4470.33 0.346380
4473.44 0.541247
4475.00 0.709609
4476.56 0.971658
4478.12 1.40875
4479.68 2.20635
4480.45 2.86580
4481.23 3.83340
4482.01 5.28731
4482.79 7.46791
4483.90 11.9312
4485.00 14.8999
4486.11 11.9238
4487.21 7.46051
4488.17 4.88791
4489.13 3.33350
4490.09 2.38025
4491.04 1.77059
4492.96 1.07929
4494.88 0.723365
4496.79 0.518418
4498.71 0.390572
4502.54 0.247088
4506.37 0.174369
4510.21 0.136836
4512.12 0.129467
4514.04 0.137799
4515.00 0.159511
4515.95 0.226527
4516.43 0.317400
4516.91 0.553694
4517.15 0.844564
4517.39 1.51965
4517.51 2.25340
4517.63 3.70412
4517.69 5.00807
4517.75 7.08705
4517.81 10.5667
4517.87 16.4519
4517.94 26.3074
4518.00 32.8264
4518.07 26.3074
4518.13 16.4518
4518.18 11.0287
4518.24 7.69201
4518.29 5.55964
4518.34 4.19886
4518.45 2.61208
4518.56 1.78776
4518.77 0.999610
4518.98 0.652975
4519.41 0.364260
4519.84 0.250807
4520.69 0.163553
4521.54 0.132273
4523.25 0.114657
4524.95 0.122201
4526.66 0.157393
4527.51 0.196416
4528.36 0.268465
4529.21 0.418978
4529.64 0.562454
4530.07 0.809915
4530.49 1.29183
4530.71 1.72198
4530.92 2.41628
4531.13 3.63742
4531.35 6.05722
4531.45 8.25030
4531.56 11.7229
4531.67 17.6127
4531.77 27.6086
4531.89 44.1740
4532.00 55.0678
4532.12 44.0187
4532.23 27.4872
4532.33 17.7551
4532.44 12.0181
4532.54 8.53609
4532.64 6.32554
4532.84 3.82783
4533.05 2.55763
4533.25 1.82563
4533.46 1.37163
4533.87 0.859835
4534.27 0.593321
4534.68 0.437652
4535.50 0.272447
4536.32 0.190815
4537.14 0.144498
4538.77 0.0960972
4542.04 0.0584628
4545.31 0.0434345
4551.85 0.0303355
4558.39 0.0241561
4571.47 0.0179444
4584.54 0.0149383
4597.62 0.0135827
4610.70 0.0138556
4623.78 0.0196742
4627.05 0.0258129
4630.32 0.0429216
4631.95 0.0662475
4633.59 0.130501
4634.40 0.216577
4634.81 0.299804
4635.22 0.445869
4635.63 0.740143
4635.83 1.01294
4636.04 1.47201
4636.24 2.33826
4636.35 3.08305
4636.45 4.24166
4636.55 6.17389
4636.65 9.70084
4636.70 12.6189
4636.75 16.9044
4636.80 23.3544
4636.86 33.2781
4636.93 53.2605
4637.00 66.5609
4637.07 53.2607
4637.14 33.2786
4637.23 19.3626
4637.31 12.1519
4637.39 8.18646
4637.47 5.84107
4637.55 4.34427
4637.63 3.36004
4637.79 2.17577
4637.95 1.51804
4638.11 1.12108
4638.43 0.683277
4638.75 0.461270
4639.07 0.333605
4639.71 0.200140
4641.00 0.0993998
4642.28 0.0626969
4644.85 0.0359575
4647.41 0.0266933
4652.55 0.0207384
4657.68 0.0196718
4667.95 0.0223047
4678.22 0.0299950
4683.36 0.0368700
4688.49 0.0474547
4693.63 0.0646978
4698.76 0.0953013
4703.90 0.157285
4706.46 0.215248
4709.03 0.313406
4711.60 0.499252
4712.88 0.661144
4714.17 0.915252
4715.45 1.34531
4716.73 2.14631
4717.38 2.82378
4718.02 3.83941
4718.66 5.40759
4719.30 7.83376
4720.15 12.5457
4721.00 15.6906
4721.85 12.5401
4722.70 7.82830
4723.31 5.50720
4723.91 3.97500
4724.52 2.96059
4725.13 2.27196
4726.34 1.44189
4727.55 0.989133
4728.76 0.718078
4729.98 0.544287
4732.40 0.343149
4734.82 0.236009
4737.25 0.172462
4742.10 0.104093
4746.95 0.0700879
4751.80 0.0507654
4756.64 0.0387493
4761.49 0.0307741
4771.19 0.0211874
4780.89 0.0158813
4800.29 0.0105984
4819.68 0.00832222
4839.08 0.00746741
4858.47 0.00805220
4868.17 0.0111168
4873.02 0.0222730
4875.45 0.0635303
4876.05 0.103525
4876.66 0.208561
4876.96 0.340575
4877.26 0.660518
4877.42 1.02569
4877.57 1.78850
4877.64 2.52700
4877.72 3.79679
4877.79 6.16206
4877.87 10.7763
4877.94 17.2535
4878.00 21.5453
4878.07 17.2536
4878.13 10.7765
4878.18 7.68932
4878.22 5.63870
4878.31 3.27732
4878.40 2.10233
4878.49 1.45221
4878.66 0.806519
4878.84 0.511627
4879.20 0.259742
4879.55 0.158515
4880.27 0.0790498
4880.98 0.0492678
4883.82 0.0190726
4889.51 0.0116247
4895.21 0.0108576
4900.90 0.0113073
4912.28 0.0139507
4923.67 0.0194526
4929.36 0.0241704
4935.05 0.0313592
4940.74 0.0430161
4946.43 0.0636831
4952.13 0.105590
4954.97 0.144868
4957.82 0.211629
4960.66 0.338653
4962.09 0.449929
4963.51 0.625805
4964.93 0.925867
4965.64 1.16102
4966.36 1.49287
4967.07 1.97925
4967.78 2.71726
4968.49 3.87615
4969.20 5.70757
4970.10 9.12795
4971.00 11.4055
4971.90 9.12381
4972.80 5.70356
4973.65 3.60239
4974.50 2.38750
4975.35 1.66938
4976.20 1.22246
4977.90 0.728867
4979.60 0.480874
4981.30 0.340240
4983.00 0.253247
4986.40 0.156044
4989.80 0.105981
4993.20 0.0769174
4996.60 0.0585896
5000.00 0.0463138
5005.73 0.0332263
5011.47 0.0253961
5022.93 0.0174319
5028.67 0.0160141
5034.40 0.0173221
5040.13 0.0325873
5041.57 0.0490917
5043.00 0.0950476
5043.72 0.156703
5044.43 0.320342
5044.79 0.529553
5045.15 1.04553
5045.33 1.64583
5045.51 2.94909
5045.60 4.25821
5045.69 6.57214
5045.78 11.2011
5045.82 15.2257
5045.86 21.1028
5045.93 33.6777
5046.00 42.1936
5046.07 33.6779
5046.14 21.1032
5046.21 12.4557
5046.28 7.84913
5046.36 5.30130
5046.43 3.80492
5046.58 2.19786
5046.73 1.42707
5047.02 0.737554
5047.32 0.450354
5047.91 0.220382
5048.49 0.132471
5049.67 0.0657418
5050.85 0.0412591
5053.21 0.0231040
5055.57 0.0164870
5060.29 0.0115496
5065.00 0.00982907
5074.44 0.0103312
5079.16 0.0177902
5081.51 0.0463280
5082.10 0.0740200
5082.69 0.146552
5082.99 0.237795
5083.28 0.458954
5083.43 0.711447
5083.58 1.23882
5083.65 1.74942
5083.73 2.61142
5083.80 4.23002
5083.87 7.36550
5083.94 11.7617
5084.00 14.7233
5084.06 11.7618
5084.13 7.36571
5084.18 4.88832
5084.24 3.35466
5084.34 1.80379
5084.45 1.10170
5084.56 0.740853
5084.77 0.398969
5084.99 0.249826
5085.42 0.126592
5085.85 0.0784056
5087.56 0.0280787
5091.00 0.0177834
5094.44 0.0344680
5095.30 0.0534145
5096.15 0.105141
5096.58 0.172709
5097.01 0.344574
5097.23 0.552810
5097.44 1.03013
5097.55 1.54022
5097.66 2.51412
5097.77 4.67935
5097.82 6.82057
5097.87 10.2794
5097.94 16.4171
5098.00 20.5520
5098.06 16.4172
5098.13 10.2796
5098.17 7.18459
5098.22 5.17267
5098.31 2.94714
5098.40 1.86807
5098.50 1.28057
5098.68 0.704869
5098.86 0.444953
5099.23 0.224740
5099.60 0.136618
5100.34 0.0678589
5101.07 0.0421191
5104.02 0.0158261
5109.91 0.00884517
5121.69 0.00750798
5133.47 0.00842915
5145.25 0.0109697
5157.03 0.0169036
5162.92 0.0229230
5168.81 0.0339135
5171.76 0.0431497
5174.70 0.0571883
5177.65 0.0800378
5180.59 0.120955
5182.06 0.154808
5183.54 0.205524
5185.01 0.286597
5186.48 0.427816
5187.95 0.707627
5188.69 0.963314
5189.43 1.38634
5190.16 2.16018
5190.53 2.80891
5190.90 3.78982
5191.27 5.36150
5191.64 8.06562
5191.82 10.1750
5192.00 13.1082
5192.19 17.2386
5192.37 23.0175
5192.69 36.8479
5193.00 46.0266
5193.32 36.7959
5193.63 23.0125
5193.88 15.5404
5194.13 10.8446
5194.39 7.87150
5194.64 5.92940
5195.14 3.66255
5195.64 2.46984
5196.15 1.77103
5196.65 1.33055
5197.66 0.828316
5198.66 0.564485
5199.67 0.409485
5200.68 0.310896
5201.68 0.244459
5203.70 0.163269
5205.71 0.117735
5207.72 0.0899482
5209.74 0.0721338
5213.76 0.0535087
5217.79 0.0524255
5219.80 0.0639455
5221.82 0.104310
5222.82 0.161836
5223.83 0.318916
5224.33 0.523824
5224.59 0.716406
5224.84 1.04279
5225.09 1.66722
5225.21 2.21557
5225.34 3.07555
5225.47 4.55564
5225.59 7.36288
5225.65 9.77783
5225.72 13.4602
5225.78 19.2689
5225.84 28.3293
5225.92 45.3062
5226.00 56.6439
5226.08 45.3060
5226.16 28.3292
5226.21 20.9732
5226.26 15.7111
5226.35 9.50299
5226.45 6.22518
5226.55 4.37323
5226.65 3.21941
5226.74 2.47091
5226.94 1.58451
5227.13 1.10009
5227.33 0.810243
5227.71 0.493544
5228.10 0.333833
5228.49 0.242632
5229.27 0.147415
5230.83 0.0751579
5232.39 0.0482788
5235.50 0.0276603
5238.61 0.0195706
5244.84 0.0127265
5251.07 0.00966509
5263.52 0.00683638
5275.98 0.00569241
5288.43 0.00552118
5300.89 0.00683069
5307.12 0.00909630
5313.34 0.0156289
5316.46 0.0245588
5319.57 0.0491809
5321.13 0.0823399
5322.69 0.172113
5323.46 0.289839
5323.85 0.401371
5324.24 0.593536
5324.63 0.967140
5324.83 1.30318
5325.02 1.84476
5325.22 2.80810
5325.31 3.58682
5325.41 4.72562
5325.51 6.49174
5325.60 9.32121
5325.70 14.1424
5325.80 22.5552
5325.90 36.0704
5326.00 45.0741
5326.10 36.0699
5326.20 22.5552
5326.28 15.8147
5326.35 11.3758
5326.42 8.44946
5326.49 6.46999
5326.64 4.09442
5326.79 2.80899
5326.93 2.03547
5327.08 1.54018
5327.37 0.969714
5327.66 0.665369
5327.95 0.485644
5328.53 0.292257
5329.70 0.142101
5330.87 0.0865543
5333.20 0.0470997
5335.53 0.0368066
5337.86 0.0402401
5340.19 0.0659613
5341.36 0.104928
5342.52 0.213611
5343.11 0.357549
5343.40 0.494972
5343.69 0.731810
5343.98 1.19627
5344.13 1.61526
5344.27 2.29227
5344.42 3.50649
5344.49 4.50104
5344.56 5.94427
5344.64 8.20449
5344.71 11.9102
5344.78 18.3563
5344.85 29.8617
5344.93 47.6676
5345.00 59.7130
5345.07 47.6677
5345.15 29.8620
5345.22 18.4737
5345.29 12.0423
5345.36 8.32232
5345.43 6.04327
5345.51 4.56688
5345.58 3.56348
5345.72 2.33460
5345.87 1.64361
5346.01 1.21857
5346.30 0.746057
5346.59 0.503755
5346.87 0.363392
5347.45 0.215605
5348.60 0.102945
5349.75 0.0613355
5352.06 0.0303562
5354.36 0.0190166
5363.57 0.00729066
5382.00 0.00401263
5400.43 0.00464239
5409.65 0.0100826
5414.25 0.0316881
5415.41 0.0533439
5416.56 0.112408
5417.13 0.190265
5417.71 0.392868
5418.00 0.644421
5418.29 1.24309
5418.43 1.90828
5418.57 3.26638
5418.65 4.53054
5418.72 6.62239
5418.79 10.3091
5418.86 17.0137
5418.93 27.1506
5419.00 34.0262
5419.07 27.1507
5419.14 17.0139
5419.20 11.2453
5419.26 7.75767
5419.32 5.55428
5419.37 4.15637
5419.49 2.53980
5419.61 1.70536
5419.84 0.910569
5420.07 0.564826
5420.54 0.277824
5421.01 0.165296
5421.94 0.0784667
5422.87 0.0462988
5424.74 0.0224278
5426.61 0.0138293
5434.07 0.00536146
5449.01 0.00340859
5463.94 0.00427730
5471.41 0.00902362
5475.14 0.0273869
5476.07 0.0456787
5477.01 0.0951731
5477.47 0.159938
5477.94 0.325861
5478.17 0.529471
5478.41 1.00087
5478.52 1.51232
5478.64 2.50904
5478.70 3.41660
5478.76 4.83369
5478.81 7.18336
5478.87 11.1835
5478.94 17.9220
5479.00 22.3574
5479.06 17.9222
5479.13 11.1837
5479.18 7.84483
5479.22 5.62213
5479.32 3.19809
5479.41 2.01511
5479.50 1.38023
5479.69 0.755710
5479.88 0.474582
5480.25 0.236947
5480.62 0.142057
5481.37 0.0682205
5482.12 0.0406033
5485.11 0.0125859
5491.09 0.00527744
5503.06 0.00359438
5515.03 0.00356952
5526.99 0.00395821
5538.96 0.00475177
5550.92 0.00642116
5556.90 0.00822190
5562.89 0.0124963
5568.87 0.0323328
5570.37 0.0517027
5571.86 0.104504
5572.61 0.174690
5573.36 0.360261
5573.73 0.595644
5574.11 1.17401
5574.29 1.84233
5574.39 2.41392
5574.48 3.27984
5574.57 4.70777
5574.67 7.20077
5574.76 12.0117
5574.81 16.1359
5574.85 21.9467
5574.93 35.1017
5575.00 43.8879
5575.07 35.1018
5575.15 21.9470
5575.21 14.8372
5575.27 10.3696
5575.33 7.49763
5575.39 5.65062
5575.50 3.48701
5575.62 2.34909
5575.74 1.68486
5575.86 1.26581
5576.10 0.788790
5576.58 0.391901
5577.05 0.235458
5578.00 0.114874
5578.95 0.0702464
5580.86 0.0374170
5582.76 0.0259784
5586.57 0.0185975
5590.38 0.0172163
5597.99 0.0200748
5605.60 0.0285168
5609.41 0.0360198
5613.22 0.0475566
5617.02 0.0663907
5620.83 0.100052
5622.73 0.127795
5624.64 0.169188
5626.54 0.234951
5628.44 0.348526
5630.35 0.570464
5631.30 0.770470
5632.25 1.09585
5632.73 1.34095
5633.20 1.67669
5633.68 2.15243
5634.15 2.85277
5634.63 3.94008
5635.11 5.72487
5635.58 8.83496
5635.82 11.2281
5636.06 14.4033
5636.53 23.0517
5637.00 28.7986
5637.47 23.0277
5637.94 14.3993
5638.50 8.13608
5639.06 4.98404
5639.62 3.30412
5640.18 2.33182
5640.74 1.72682
5641.30 1.32765
5642.42 0.853300
5643.53 0.594623
5644.65 0.439188
5646.89 0.272115
5649.13 0.194481
5651.36 0.169255
5652.48 0.184829
5653.60 0.259230
5654.16 0.367926
5654.72 0.654400
5655.00 1.00534
5655.27 1.80871
5655.41 2.66466
5655.55 4.31440
5655.62 5.75734
5655.69 7.99439
5655.76 11.6012
5655.83 17.4603
5655.92 27.9101
5656.00 34.8559
5656.08 27.9087
5656.17 17.4579
5656.26 9.93908
5656.36 6.12220
5656.46 4.08315
5656.56 2.90095
5656.75 1.67756
5656.95 1.09995
5657.34 0.588852
5657.73 0.377805
5658.52 0.207516
5659.30 0.140670
5660.86 0.0866104
5662.43 0.0639156
5665.56 0.0430024
5668.69 0.0325736
5674.95 0.0215760
5681.21 0.0157407
5693.73 0.00976943
5706.25 0.00687053
5718.77 0.00524051
5731.29 0.00423818
5756.34 0.00314125
5781.38 0.00262108
5806.42 0.00238164
5856.51 0.00238122
5906.59 0.00297474
5931.63 0.00365027
5956.67 0.00486482
5981.72 0.00728498
5994.24 0.00949749
6006.76 0.0131673
6019.28 0.0199442
6025.54 0.0257456
6031.80 0.0347748
6038.06 0.0500642
6044.32 0.0796225
6047.45 0.106945
6050.58 0.156144
6052.15 0.201605
6053.71 0.292091
6054.50 0.390214
6055.28 0.620189
6055.67 0.896113
6055.87 1.14513
6056.06 1.55328
6056.26 2.30398
6056.36 2.93859
6056.45 3.89490
6056.55 5.46081
6056.65 8.21139
6056.75 13.5058
6056.80 17.9752
6056.84 24.2712
6056.92 38.7357
6057.00 48.2661
6057.08 38.7431
6057.16 24.2863
6057.24 14.8116
6057.32 9.58757
6057.40 6.64122
6057.48 4.86945
6057.65 2.97751
6057.81 2.06312
6057.98 1.55440
6058.14 1.24785
6058.47 0.920491
6059.12 0.689259
6059.78 0.642181
6061.08 0.728491
6062.39 0.970427
6063.05 1.16558
6063.70 1.43658
6064.36 1.82162
6065.01 2.38642
6065.67 3.25421
6066.32 4.65325
6066.98 7.03721
6067.63 11.1810
6068.32 17.8716
6069.00 22.3303
6069.69 17.8701
6070.37 11.1834
6070.96 7.35148
6071.55 5.03080
6072.14 3.60797
6072.73 2.70015
6073.92 1.68192
6075.10 1.18378
6076.28 0.953125
6077.46 0.971285
6078.05 1.17574
6078.35 1.40442
6078.64 1.81766
6078.94 2.64018
6079.09 3.37747
6079.23 4.55056
6079.38 6.59593
6079.53 10.5069
6079.60 13.9421
6079.68 19.2621
6079.75 27.8238
6079.82 41.6038
6079.91 66.4306
6080.00 82.8278
6080.09 66.4194
6080.18 41.5822
6080.26 26.6515
6080.34 17.9360
6080.42 12.6661
6080.50 9.40263
6080.67 5.74317
6080.83 3.88951
6080.99 2.83112
6081.15 2.17204
6081.48 1.42955
6081.81 1.03879
6082.13 0.806956
6082.78 0.553310
6083.43 0.420642
6084.09 0.340193
6085.39 0.247127
6087.99 0.159378
6090.60 0.115933
6095.81 0.0721838
6101.02 0.0508502
6106.23 0.0392795
6111.44 0.0343103
6114.05 0.0355514
6116.65 0.0447814
6117.95 0.0596098
6119.26 0.102132
6119.91 0.159483
6120.56 0.310832
6120.88 0.501935
6121.21 0.964255
6121.37 1.49165
6121.54 2.60342
6121.62 3.68387
6121.70 5.51903
6121.78 8.92428
6121.86 15.5826
6121.93 24.9136
6122.00 31.1464
6122.07 24.9136
6122.14 15.5826
6122.22 9.15830
6122.30 5.73450
6122.37 3.85817
6122.45 2.76274
6122.61 1.59930
6122.76 1.03948
6123.07 0.542321
6123.38 0.335633
6124.00 0.170226
6124.62 0.106848
6125.86 0.0585954
6127.10 0.0406233
6132.06 0.0214706
6137.02 0.0169172
6141.98 0.0149435
6151.90 0.0136718
6161.82 0.0147796
6171.74 0.0194995
6176.70 0.0248331
6181.66 0.0349045
6184.14 0.0434912
6186.62 0.0566331
6189.10 0.0781399
6191.58 0.116832
6192.82 0.148933
6194.06 0.197174
6195.30 0.274461
6196.54 0.409687
6197.78 0.678924
6198.40 0.926540
6199.02 1.33885
6199.64 2.09903
6199.95 2.74325
6200.26 3.72713
6200.57 5.32566
6200.73 6.51883
6200.88 8.13201
6201.04 10.3647
6201.19 13.5252
6201.35 18.0709
6201.50 24.5770
6201.75 39.3272
6202.00 49.0964
6202.25 39.2605
6202.50 24.5242
6202.77 14.4613
6203.04 9.11700
6203.31 6.15884
6203.59 4.40175
6203.86 3.28832
6204.13 2.54378
6204.67 1.64790
6205.22 1.15096
6205.76 0.848566
6206.85 0.515975
6207.94 0.346832
6209.02 0.249533
6210.11 0.188461
6211.20 0.147647
6213.37 0.0981874
6215.55 0.0705238
6217.72 0.0535075
6219.90 0.0423077
6224.25 0.0289451
6228.60 0.0216024
6237.29 0.0142912
6245.99 0.0110176
6254.69 0.00943125
6272.09 0.00865284
6289.49 0.0101274
6298.19 0.0120217
6306.88 0.0154122
6315.58 0.0220220
6319.93 0.0280096
6324.28 0.0380747
6328.63 0.0577259
6330.81 0.0760618
6332.98 0.107933
6335.15 0.172609
6336.24 0.234347
6337.33 0.342641
6338.42 0.561329
6338.96 0.766366
6339.50 1.11508
6340.05 1.78372
6340.32 2.37395
6340.59 3.31033
6340.86 4.93214
6341.00 6.21780
6341.13 8.05613
6341.27 10.7881
6341.41 15.0239
6341.54 21.8537
6341.68 32.8866
6341.84 52.6885
6342.00 65.7924
6342.08 61.8948
6342.16 52.5567
6342.32 32.8860
6342.42 24.4484
6342.52 18.4764
6342.71 11.2999
6342.90 7.48962
6343.10 5.28962
6343.29 3.91725
6343.48 3.01829
6343.87 1.95061
6344.26 1.36711
6344.64 1.01686
6345.41 0.636008
6346.19 0.445764
6346.96 0.338802
6348.51 0.232884
6350.05 0.189374
6351.60 0.174268
6354.69 0.192968
6357.78 0.280321
6359.32 0.371773
6360.87 0.531821
6362.41 0.841591
6363.19 1.11525
6363.96 1.54958
6364.35 1.86933
6364.73 2.29631
6365.12 2.88367
6365.50 3.71781
6365.89 4.95019
6366.28 6.83433
6366.66 9.82543
6367.05 14.6131
6367.53 23.3741
6368.00 29.1931
6368.48 23.3495
6368.95 14.5922
6369.28 10.4373
6369.60 7.63334
6369.92 5.74398
6370.25 4.44314
6370.90 2.85256
6371.54 1.97121
6372.19 1.43870
6372.84 1.09454
6374.14 0.693680
6375.43 0.478519
6376.73 0.350284
6379.32 0.211520
6381.91 0.142052
6384.50 0.102356
6387.09 0.0775411
6389.68 0.0609858
6394.86 0.0409361
6400.05 0.0297065
6405.23 0.0227948
6410.41 0.0182587
6420.77 0.0129871
6431.14 0.0106360
6436.32 0.0105620
6441.50 0.0124178
6446.68 0.0256781
6449.28 0.0776591
6449.92 0.128530
6450.57 0.262844
6450.90 0.432609
6451.22 0.847239
6451.38 1.32272
6451.54 2.33485
6451.62 3.32165
6451.71 5.04017
6451.79 8.30238
6451.83 10.9793
6451.87 14.8131
6451.93 23.6619
6452.00 29.6204
6452.07 23.6620
6452.13 14.8133
6452.21 8.35863
6452.29 5.09743
6452.37 3.36923
6452.45 2.38257
6452.61 1.35585
6452.77 0.870701
6453.09 0.444932
6453.41 0.270680
6454.04 0.132194
6454.68 0.0796590
6457.23 0.0255080
6462.32 0.0109150
6472.50 0.00711619
6482.69 0.00755940
6487.78 0.0117481
6490.33 0.0273236
6491.60 0.0823326
6492.24 0.257076
6492.56 0.706851
6492.71 1.53953
6492.79 2.57292
6492.87 4.70336
6492.94 7.52861
6493.00 9.40025
6493.06 7.52868
6493.13 4.70347
6493.23 2.22723
6493.33 1.21966
6493.53 0.513309
6493.93 0.176526
6494.74 0.0563941
6496.34 0.0205251
6499.56 0.0113530
6505.99 0.0120539
6512.43 0.0270592
6514.04 0.0419394
6515.64 0.0824495
6516.45 0.136374
6517.25 0.279868
6517.65 0.463675
6518.06 0.922396
6518.26 1.46302
6518.46 2.65806
6518.56 3.88272
6518.66 6.10328
6518.71 7.98646
6518.76 10.7116
6518.81 14.8204
6518.86 21.0793
6518.93 33.7729
6519.00 42.1372
6519.07 33.7731
6519.14 21.0797
6519.19 15.4396
6519.23 11.5479
6519.32 6.90224
6519.41 4.50407
6519.50 3.15712
6519.67 1.77829
6519.85 1.13577
6520.20 0.578840
6520.56 0.351993
6521.27 0.173345
6521.97 0.106161
6523.39 0.0566212
6524.81 0.0397848
6527.64 0.0311952
6530.47 0.0354486
6533.30 0.0525784
6536.14 0.105254
6537.55 0.177689
6538.26 0.248488
6538.97 0.374348
6539.68 0.631103
6540.03 0.873474
6540.38 1.28877
6540.74 2.08896
6540.91 2.79941
6541.09 3.93836
6541.27 5.92228
6541.45 9.79518
6541.53 13.2544
6541.62 18.6347
6541.71 27.5866
6541.80 42.5666
6541.90 68.1277
6542.00 85.1493
6542.10 68.1267
6542.20 42.5663
6542.29 27.2031
6542.38 18.2554
6542.47 12.8785
6542.57 9.49040
6542.75 5.70312
6542.93 3.77849
6543.11 2.67446
6543.29 1.99266
6543.66 1.22686
6544.02 0.829591
6544.39 0.598864
6545.12 0.354423
6545.85 0.234717
6546.57 0.167360
6548.03 0.0982651
6550.95 0.0471576
6553.86 0.0288053
6559.69 0.0156446
6565.53 0.0114382
6577.19 0.0129234
6583.02 0.0311699
6584.48 0.0500642
6585.93 0.102084
6586.66 0.171349
6587.39 0.354044
6587.76 0.585193
6588.12 1.14743
6588.30 1.79051
6588.48 3.15489
6588.58 4.48048
6588.67 6.78055
6588.76 11.1254
6588.80 14.7769
6588.85 19.9459
6588.92 31.8351
6589.00 39.8882
6589.08 31.8351
6589.15 19.9461
6589.21 13.9562
6589.26 10.0741
6589.31 7.50393
6589.37 5.75893
6589.48 3.64226
6589.59 2.49961
6589.80 1.37248
6590.02 0.863408
6590.45 0.432033
6590.89 0.259694
6591.75 0.125002
6592.62 0.0746074
6594.36 0.0369576
6596.09 0.0233206
6603.03 0.00984738
6616.91 0.00686560
6630.78 0.00739391
6644.66 0.00954290
6658.54 0.0146095
6665.47 0.0196844
6672.41 0.0288420
6675.88 0.0364715
6679.35 0.0479968
6682.82 0.0666347
6686.29 0.0997761
6688.02 0.127040
6689.76 0.167696
6691.49 0.232305
6693.23 0.343994
6694.96 0.562752
6695.83 0.760287
6696.70 1.08296
6697.13 1.32682
6697.56 1.66188
6698.00 2.13846
6698.43 2.84340
6698.87 3.94548
6699.30 5.76614
6699.52 7.13819
6699.73 8.98588
6699.95 11.4925
6700.17 14.8460
6700.58 23.7518
6701.00 29.6648
6701.42 23.7258
