Br-81(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1897.00 115.429
1897.09 92.2424
1897.18 57.5630
1897.26 38.0589
1897.33 26.1264
1897.41 18.7378
1897.48 14.0280
1897.64 8.56328
1897.79 5.74510
1897.94 4.10213
1898.09 3.07830
1898.39 1.91716
1898.69 1.30939
1899.00 0.955064
1899.30 0.729823
1899.60 0.579083
1900.21 0.396265
1900.81 0.295749
1901.42 0.236923
1902.02 0.202572
1903.23 0.182691
1903.84 0.197708
1904.44 0.241142
1905.05 0.346619
1905.35 0.452856
1905.65 0.640244
1905.96 1.01449
1906.11 1.35508
1906.26 1.91555
1906.41 2.93817
1906.49 3.79027
1906.56 5.04820
1906.64 7.06145
1906.71 10.4067
1906.79 16.5361
1906.86 27.9181
1906.93 44.6108
1907.00 55.7274
1907.07 44.6104
1907.14 27.9173
1907.18 20.4012
1907.23 15.1933
1907.31 9.12530
1907.40 5.95386
1907.49 4.17710
1907.58 3.07409
1907.66 2.36174
1907.84 1.51695
1908.01 1.05937
1908.19 0.784633
1908.54 0.486133
1908.89 0.335084
1909.24 0.248452
1909.94 0.157116
1910.63 0.112093
1911.33 0.0863209
1912.73 0.0589371
1915.53 0.0368616
1918.32 0.0277782
1923.92 0.0201059
1929.51 0.0170629
1935.10 0.0159259
1940.69 0.0164565
1946.28 0.0230236
1947.68 0.0299021
1949.08 0.0489075
1949.78 0.0743488
1950.48 0.142176
1950.83 0.229248
1951.18 0.445698
1951.35 0.701103
1951.44 0.923224
1951.53 1.26515
1951.62 1.84300
1951.70 2.88735
1951.75 3.76212
1951.79 5.01568
1951.83 6.94340
1951.88 9.77321
1951.94 15.6627
1952.00 19.6034
1952.06 15.6632
1952.12 9.77381
1952.17 6.73349
1952.22 4.77700
1952.27 3.51231
1952.31 2.66989
1952.41 1.67469
1952.50 1.14584
1952.59 0.829251
1952.69 0.629709
1952.87 0.398881
1953.25 0.204648
1953.62 0.127372
1954.37 0.0674111
1955.12 0.0450644
1956.61 0.0285284
1958.11 0.0226781
1964.09 0.0177401
1976.06 0.0200707
1988.03 0.0280343
1994.02 0.0355435
2000.00 0.0478387
2003.89 0.0604530
2007.78 0.0796738
2011.67 0.110986
2015.56 0.167014
2017.50 0.213317
2019.44 0.282588
2021.39 0.393040
2023.33 0.584762
2025.28 0.962293
2026.25 1.30506
2027.22 1.86809
2028.19 2.88497
2028.68 3.72851
2029.17 4.98931
2029.65 6.97736
2030.14 10.3200
2030.62 16.3457
2030.87 21.1259
2031.11 27.6457
2031.56 44.0908
2032.00 54.9875
2032.45 44.0677
2032.89 27.6230
2033.31 17.4429
2033.73 11.5535
2034.16 8.07302
2034.58 5.90762
2035.42 3.51717
2036.27 2.31784
2037.11 1.63697
2037.95 1.21635
2039.64 0.746036
2041.33 0.503674
2043.01 0.363011
2044.70 0.274212
2046.39 0.214619
2049.76 0.142110
2053.14 0.101394
2056.51 0.0762732
2059.89 0.0596952
2066.63 0.0398698
2073.38 0.0289324
2080.13 0.0222828
2086.88 0.0179679
2100.38 0.0130463
2113.87 0.0110447
2120.62 0.0112777
2127.37 0.0138992
2130.75 0.0182640
2134.12 0.0311534
2135.81 0.0491084
2136.65 0.0669319
2137.49 0.0991076
2138.34 0.166576
2138.76 0.232134
2139.18 0.347784
2139.60 0.582568
2139.81 0.802692
2140.02 1.17705
2140.24 1.89001
2140.34 2.51883
2140.45 3.50417
2140.55 5.20418
2140.66 8.39092
2140.71 11.1509
2140.76 15.2602
2140.82 21.8312
2140.87 31.9951
2140.93 51.2293
2141.00 63.7515
2141.07 50.9247
2141.13 31.7578
2141.19 21.3733
2141.24 14.9728
2141.29 10.9025
2141.35 8.22469
2141.45 5.10016
2141.56 3.44603
2141.67 2.47611
2141.77 1.86222
2141.98 1.16115
2142.20 0.791189
2142.41 0.574687
2142.83 0.343415
2143.26 0.228917
2143.68 0.164310
2144.53 0.0976789
2145.38 0.0657503
2146.23 0.0480528
2147.92 0.0300850
2151.32 0.0168987
2154.71 0.0121354
2161.50 0.00858898
2168.29 0.00728295
2181.87 0.00643543
2195.45 0.00661730
2209.02 0.00798086
2215.81 0.00959509
2222.60 0.0126961
2229.39 0.0194964
2232.78 0.0263288
2236.18 0.0388127
2237.88 0.0493427
2239.57 0.0654110
2241.27 0.0917214
2242.97 0.139259
2243.82 0.178958
2244.66 0.238931
2245.51 0.336023
2246.36 0.508065
2246.79 0.649374
2247.21 0.858809
2247.63 1.18905
2248.06 1.75390
2248.48 2.84304
2248.70 3.80616
2248.91 5.34624
2249.12 8.01878
2249.33 13.2043
2249.44 17.7737
2249.54 24.9122
2249.65 36.5391
2249.76 55.7252
2249.88 89.1909
2250.00 111.211
2250.12 88.8924
2250.25 55.4896
2250.39 31.3300
2250.54 19.1669
2250.68 12.6929
2250.83 8.96865
2250.98 6.63278
2251.12 5.10098
2251.41 3.27067
2251.70 2.26988
2251.99 1.66564
2252.58 1.00542
2253.16 0.671903
2253.74 0.481155
2254.32 0.361848
2254.90 0.282347
2256.07 0.186353
2257.23 0.133051
2258.40 0.100585
2259.56 0.0795987
2261.89 0.0563206
2264.22 0.0493382
2265.38 0.0544176
2266.55 0.0777196
2267.13 0.112106
2267.71 0.205331
2268.00 0.323769
2268.29 0.612084
2268.44 0.941978
2268.58 1.63208
2268.66 2.30133
2268.73 3.45367
2268.80 5.60380
2268.88 9.74839
2268.94 15.6420
2269.00 19.4913
2269.06 15.5424
2269.13 9.74839
2269.17 7.00525
2269.21 5.14469
2269.25 3.88526
2269.29 3.01491
2269.38 1.94648
2269.46 1.35213
2269.63 0.758947
2269.80 0.487918
2270.13 0.253672
2270.47 0.159068
2271.14 0.0841586
2271.81 0.0554377
2273.15 0.0330330
2274.49 0.0241406
2277.18 0.0165070
2279.86 0.0129683
2285.23 0.00940339
2290.59 0.00754247
2301.33 0.00561510
2312.06 0.00465104
2333.53 0.00374554
2355.00 0.00337389
2397.94 0.00334067
2419.41 0.00399333
2430.14 0.00596272
2435.51 0.0127535
2436.85 0.0194376
2438.19 0.0377366
2438.86 0.0621314
2439.53 0.126931
2439.87 0.209786
2440.21 0.414523
2440.37 0.654374
2440.54 1.17395
2440.62 1.69741
2440.71 2.63982
2440.75 3.40853
2440.79 4.52198
2440.83 6.16831
2440.88 8.52745
2440.94 13.7052
2441.00 17.0924
2441.06 13.6178
2441.13 8.52787
2441.19 5.30333
2441.25 3.49771
2441.31 2.43808
2441.37 1.78176
2441.49 1.05996
2441.61 0.698629
2441.85 0.367837
2442.09 0.226852
2442.57 0.112053
2443.05 0.0677429
2444.01 0.0339806
2444.97 0.0216378
2448.81 0.00975104
2456.50 0.00935446
2460.34 0.0128668
2464.18 0.0235998
2466.10 0.0385548
2468.02 0.0802375
2468.98 0.136650
2469.46 0.191571
2469.94 0.289077
2470.42 0.488413
2470.66 0.676283
2470.90 0.998172
2471.14 1.61836
2471.26 2.16898
2471.38 3.05165
2471.50 4.58893
2471.62 7.58880
2471.68 10.2482
2471.74 14.4285
2471.80 21.2931
2471.86 32.7335
2471.93 52.3057
2472.00 65.3264
2472.07 52.3063
2472.14 32.7347
2472.19 21.7395
2472.25 14.9699
2472.31 10.7585
2472.36 8.03575
2472.48 4.91522
2472.59 3.29187
2472.71 2.35082
2472.82 1.75993
2473.05 1.09026
2473.28 0.740669
2473.50 0.535863
2473.96 0.318123
2474.42 0.210989
2474.87 0.150535
2475.78 0.0883769
2477.61 0.0422946
2479.43 0.0256996
2483.08 0.0136493
2486.73 0.00940734
2494.02 0.00644798
2501.32 0.00553960
2515.91 0.00528693
2530.50 0.00586545
2545.09 0.00719646
2559.68 0.00998052
2566.97 0.0126704
2574.27 0.0178479
2577.92 0.0230894
2581.56 0.0347650
2583.39 0.0487989
2585.21 0.0850807
2586.12 0.132466
2586.58 0.178035
2587.04 0.258289
2587.49 0.420523
2587.72 0.572560
2587.95 0.831296
2588.18 1.32493
2588.29 1.75875
2588.40 2.44685
2588.52 3.62689
2588.63 5.87446
2588.69 7.81657
2588.75 10.7912
2588.80 15.5106
2588.86 22.8912
2588.93 36.7428
2589.00 45.8157
2589.07 36.5352
2589.14 22.8924
2589.20 15.3057
2589.26 10.6642
2589.31 7.73584
2589.37 5.82131
2589.49 3.58812
2589.60 2.42640
2589.71 1.74288
2589.83 1.31584
2590.06 0.827569
2590.29 0.571965
2590.52 0.422059
2590.97 0.263017
2591.43 0.184884
2591.89 0.141279
2592.80 0.0974253
2594.63 0.0682449
2596.46 0.0621512
2600.12 0.0714549
2603.79 0.101215
2605.62 0.127805
2607.45 0.168621
2609.28 0.235060
2611.11 0.352968
2612.02 0.449532
2612.94 0.592476
2613.85 0.817081
2614.77 1.19920
2615.68 1.92729
2616.14 2.56693
2616.60 3.57725
2617.06 5.30886
2617.29 6.66863
2617.51 8.58522
2617.74 11.4096
2617.97 15.7193
2618.20 22.5253
2618.43 33.2933
2618.71 53.2724
2619.00 66.5891
2619.29 53.2593
2619.57 33.2803
2619.85 20.7787
2620.13 13.6519
2620.40 9.48625
2620.68 6.91469
2620.96 5.23954
2621.23 4.09635
2621.79 2.69037
2622.34 1.89653
2622.90 1.40691
2624.00 0.861251
2625.11 0.580838
2626.22 0.418206
2627.33 0.315641
2628.44 0.246910
2630.65 0.163275
2632.87 0.116347
2635.08 0.0873966
2637.30 0.0683094
2641.73 0.0454915
2646.16 0.0329139
2650.59 0.0252647
2655.02 0.0202807
2663.89 0.0144299
2672.75 0.0113046
2690.47 0.00839697
2708.20 0.00736135
2725.92 0.00718204
2761.37 0.00845903
2796.82 0.0125023
2814.55 0.0166985
2832.27 0.0243044
2841.13 0.0306308
2850.00 0.0401635
2858.86 0.0555286
2867.72 0.0827534
2872.15 0.105108
2876.58 0.138448
2881.02 0.191466
2885.45 0.283543
2887.66 0.357546
2889.88 0.465471
2892.09 0.631876
2894.31 0.907528
2895.42 1.11876
2896.52 1.41299
2897.63 1.83910
2898.74 2.48592
2899.85 3.53053
2900.96 5.34706
2901.51 6.77907
2902.06 8.78938
2902.62 11.6523
2903.17 15.6980
2904.09 25.1003
2905.00 31.3587
2905.92 25.0823
2906.83 15.6825
2907.40 11.5251
2907.97 8.62475
2909.12 5.19163
2910.26 3.40673
2911.40 2.39267
2912.55 1.76924
2913.69 1.36252
2915.98 0.885464
2918.26 0.630719
2920.55 0.482774
2925.12 0.341138
2929.70 0.316582
2931.98 0.348711
2934.27 0.433548
2936.56 0.634268
2937.70 0.833557
2938.84 1.18308
2939.99 1.87105
2940.56 2.49167
2941.13 3.49888
2941.42 4.25620
2941.70 5.29093
2941.99 6.75192
2942.27 8.88859
2942.56 12.1871
2942.85 17.5497
2942.99 21.5126
2943.13 26.7681
2943.27 33.7743
2943.42 42.9544
2943.71 68.6396
2944.00 85.7404
2944.15 80.6390
2944.29 68.5288
2944.59 42.8631
2944.88 26.4585
2945.17 17.2734
2945.46 11.9599
2945.75 8.70371
2946.04 6.58789
2946.33 5.15547
2946.91 3.40074
2947.49 2.41299
2948.07 1.80760
2949.23 1.13919
2950.39 0.810995
2951.55 0.664641
2952.13 0.668656
2952.71 0.807856
2953.00 1.02980
2953.15 1.24318
2953.29 1.60312
2953.44 2.26668
2953.51 2.82899
2953.58 3.66582
2953.66 5.01927
2953.73 7.29539
2953.80 11.5406
2953.87 19.5979
2953.94 31.1365
2954.00 38.8238
2954.06 31.1293
2954.13 19.5832
2954.18 13.4541
2954.23 9.55442
2954.28 7.05885
2954.33 5.43655
2954.43 3.50295
2954.53 2.46927
2954.63 1.85344
2954.72 1.46537
2954.92 1.01673
2955.12 0.775080
2955.32 0.630181
2955.72 0.468140
2956.51 0.327592
2957.30 0.262671
2958.89 0.195867
2960.48 0.158426
2963.66 0.114761
2966.83 0.0893181
2973.18 0.0607921
2979.53 0.0454213
2992.24 0.0297801
3004.94 0.0225501
3017.64 0.0195539
3030.35 0.0211452
3036.70 0.0261874
3039.87 0.0317397
3043.05 0.0421835
3046.23 0.0647345
3047.81 0.0871263
3049.40 0.127593
3050.20 0.161336
3050.99 0.212312
3051.78 0.294588
3052.58 0.440147
3052.97 0.559059
3053.37 0.735173
3053.77 1.01186
3054.17 1.48261
3054.56 2.37985
3054.76 3.16975
3054.96 4.41432
3055.16 6.55494
3055.36 10.5962
3055.46 14.0701
3055.55 19.3643
3055.65 27.7118
3055.75 40.9669
3055.88 65.5118
3056.00 81.8617
3056.12 65.5070
3056.25 40.9620
3056.34 28.3505
3056.43 20.2486
3056.53 14.9129
3056.62 11.3767
3056.80 7.14725
3056.99 4.87828
3057.17 3.52397
3057.36 2.66435
3057.73 1.67161
3058.09 1.14574
3058.46 0.834768
3058.83 0.636005
3059.20 0.501404
3059.94 0.336019
3060.68 0.242488
3061.42 0.184498
3062.15 0.146142
3063.63 0.100312
3065.11 0.0753288
3068.06 0.0516521
3071.01 0.0444070
3073.96 0.0514778
3075.44 0.0678770
3076.92 0.117265
3077.66 0.184873
3078.02 0.250540
3078.39 0.366317
3078.76 0.599230
3078.95 0.816442
3079.13 1.18021
3079.32 1.86635
3079.41 2.45533
3079.50 3.37035
3079.59 4.91513
3079.69 7.70682
3079.73 10.0117
3079.78 13.3893
3079.82 18.4563
3079.87 26.0542
3079.94 41.7612
3080.00 52.0051
3080.07 41.5082
3080.13 26.0549
3080.19 16.5701
3080.25 11.1085
3080.31 7.83345
3080.37 5.77294
3080.49 3.47291
3080.61 2.30559
3080.73 1.63932
3080.85 1.22533
3081.09 0.760721
3081.33 0.520365
3081.57 0.380353
3082.05 0.232226
3083.01 0.118720
3083.97 0.0768280
3085.89 0.0459326
3087.81 0.0351549
3091.66 0.0288091
3095.50 0.0296613
3099.34 0.0357506
3103.18 0.0519404
3105.10 0.0706249
3107.02 0.114648
3107.98 0.168120
3108.46 0.217794
3108.94 0.303593
3109.42 0.474693
3109.66 0.634264
3109.90 0.905872
3110.14 1.42644
3110.26 1.88718
3110.38 2.62427
3110.50 3.90530
3110.62 6.39880
3110.68 8.60421
3110.74 12.0635
3110.80 17.7288
3110.86 27.1423
3110.93 43.4855
3111.00 54.1641
3111.07 43.2357
3111.14 27.1474
3111.21 15.9325
3111.29 10.0840
3111.36 6.84600
3111.44 4.92225
3111.51 3.70316
3111.59 2.88813
3111.74 1.90692
3111.89 1.36237
3112.04 1.03491
3112.34 0.677616
3112.64 0.499787
3112.94 0.402007
3113.54 0.311138
3114.14 0.283564
3114.74 0.287923
3115.95 0.367033
3116.55 0.449683
3117.15 0.580403
3117.75 0.794842
3118.35 1.17400
3118.95 1.93152
3119.25 2.62951
3119.55 3.78598
3119.85 5.91908
3120.00 7.71506
3120.15 10.4463
3120.30 14.8951
3120.38 18.1814
3120.45 22.6034
3120.53 28.6881
3120.60 37.2403
3120.68 49.4380
3120.75 66.7423
3120.88 107.025
3121.00 133.620
3121.06 125.681
3121.12 106.670
3121.25 66.7333
3121.33 47.7256
3121.41 35.0233
3121.50 26.4253
3121.58 20.4825
3121.75 13.1533
3121.91 9.10548
3122.08 6.64000
3122.25 5.05430
3122.58 3.19778
3122.91 2.20172
3123.25 1.60771
3123.91 0.966438
3124.58 0.645414
3125.24 0.462467
3125.91 0.348431
3126.57 0.272674
3127.91 0.181140
3129.24 0.130155
3130.57 0.0988335
3131.90 0.0782627
3134.56 0.0538174
3137.23 0.0405529
3142.55 0.0281813
3147.88 0.0250567
3150.54 0.0265119
3153.20 0.0313993
3155.87 0.0440231
3158.53 0.0818674
3159.86 0.134406
3160.53 0.186213
3161.19 0.278985
3161.86 0.471152
3162.19 0.655335
3162.52 0.976296
3162.86 1.61125
3163.02 2.19334
3163.19 3.14941
3163.36 4.90281
3163.44 6.36272
3163.52 8.56232
3163.61 12.0692
3163.69 18.0597
3163.77 29.1117
3163.86 50.5091
3163.93 80.9650
3164.00 100.871
3164.07 80.5209
3164.15 50.5102
3164.22 30.0399
3164.30 19.0501
3164.38 12.9193
3164.46 9.29505
3164.53 6.95369
3164.61 5.40140
3164.77 3.50810
3164.92 2.45055
3165.08 1.81008
3165.39 1.10279
3165.70 0.741490
3166.01 0.533868
3166.63 0.316037
3167.25 0.209993
3167.87 0.150691
3169.11 0.0900042
3170.35 0.0611386
3171.59 0.0451865
3174.08 0.0290363
3179.04 0.0173150
3184.01 0.0135424
3188.97 0.0129580
3193.94 0.0164229
3196.42 0.0225933
3198.90 0.0408074
3200.14 0.0660246
3201.38 0.135383
3202.00 0.227594
3202.31 0.315822
3202.62 0.469462
3202.94 0.774509
3203.09 1.05235
3203.25 1.51119
3203.40 2.34662
3203.48 3.05088
3203.56 4.09861
3203.63 5.79224
3203.71 8.64920
3203.79 13.9956
3203.87 24.2132
3203.93 38.7671
3204.00 48.2453
3204.07 38.5398
3204.14 24.0359
3204.19 16.6131
3204.24 11.8892
3204.29 8.79837
3204.34 6.71911
3204.44 4.21939
3204.54 2.88346
3204.64 2.08183
3204.74 1.57512
3204.94 0.990110
3205.14 0.678108
3205.34 0.493621
3205.74 0.296153
3206.14 0.197912
3206.55 0.142318
3207.35 0.0848168
3208.95 0.0418331
3210.56 0.0262067
3213.77 0.0146770
3216.98 0.0104669
3229.82 0.00603120
3242.66 0.00505288
3255.50 0.00478006
3268.34 0.00499166
3281.18 0.00622702
3287.60 0.00812593
3294.02 0.0136233
3297.23 0.0212785
3300.44 0.0428163
3302.04 0.0723324
3302.85 0.101468
3303.65 0.153856
3304.45 0.263200
3304.85 0.368805
3305.25 0.554653
3305.66 0.929540
3305.86 1.27856
3306.06 1.86367
3306.26 2.96803
3306.36 3.91759
3306.46 5.39494
3306.56 7.89144
3306.66 12.4199
3306.71 16.1703
3306.76 21.6824
3306.81 29.9823
3306.86 42.4802
3306.93 68.1002
3307.00 84.8357
3307.07 67.7163
3307.14 42.4813
3307.21 26.7661
3307.28 17.7036
3307.34 12.3590
3307.41 9.03847
3307.54 5.37718
3307.68 3.54046
3307.81 2.49983
3307.95 1.85649
3308.21 1.13795
3308.48 0.767938
3308.75 0.553058
3309.29 0.326392
3309.82 0.215664
3310.36 0.153462
3311.43 0.0897591
3313.57 0.0427336
3315.72 0.0258535
3320.00 0.0135944
3324.29 0.00925587
3332.87 0.00615765
3341.44 0.00510713
3358.59 0.00447919
3375.74 0.00445127
3410.03 0.00510745
3444.33 0.00672429
3478.63 0.0103768
3495.78 0.0140365
3512.93 0.0206837
3521.50 0.0262571
3530.08 0.0347273
3538.65 0.0485254
3547.22 0.0732995
3551.51 0.0938658
3555.80 0.124814
3560.09 0.174541
3564.37 0.262010
3566.52 0.333104
3568.66 0.437825
3570.80 0.601360
3572.95 0.876974
3574.02 1.09171
3575.09 1.39547
3576.16 1.84422
3577.23 2.54390
3578.31 3.71733
3578.84 4.62011
3579.38 5.87499
3579.91 7.67321
3580.45 10.3320
3580.99 14.3653
3581.52 20.4746
3582.26 32.6955
3583.00 40.8136
3583.74 32.6842
3584.48 20.4695
3585.28 12.1869
3586.07 7.74605
3586.87 5.27876
3587.67 3.82501
3588.46 2.93792
3589.26 2.45487
3589.66 2.40472
3590.06 2.67272
3590.26 3.13288
3590.46 4.25094
3590.56 5.42558
3590.65 7.55354
3590.75 11.8969
3590.80 15.7308
3590.85 21.2831
3590.93 33.2917
3591.00 41.1553
3591.07 33.0702
3591.15 21.1871
3591.24 12.3912
3591.33 8.00549
3591.41 5.68077
3591.50 4.34620
3591.68 2.93542
3591.86 2.25305
3592.21 1.61195
3592.57 1.30949
3593.28 1.00300
3593.99 0.832135
3595.41 0.625574
3596.83 0.496811
3599.67 0.341712
3602.50 0.254838
3605.34 0.205638
3608.18 0.190551
3609.60 0.208359
3610.31 0.233988
3611.02 0.285664
3611.73 0.400028
3612.09 0.512855
3612.44 0.712542
3612.80 1.11341
3612.97 1.48515
3613.15 2.10267
3613.33 3.25253
3613.42 4.23211
3613.51 5.71450
3613.60 8.15858
3613.68 12.4179
3613.77 20.7527
3613.82 27.7437
3613.86 37.7722
3613.93 60.2865
3614.00 75.2587
3614.07 60.2861
3614.14 37.7714
3614.21 23.9249
3614.27 15.9926
3614.34 11.2059
3614.40 8.26214
3614.53 4.96890
3614.66 3.31827
3614.79 2.37112
3614.93 1.78452
3615.19 1.12971
3615.45 0.789836
3615.71 0.592451
3616.23 0.382353
3616.76 0.278435
3617.28 0.219079
3618.32 0.156349
3620.42 0.105928
3622.51 0.0849119
3624.60 0.0743974
3626.69 0.0722853
3628.78 0.0996740
3629.31 0.131066
3629.83 0.215215
3630.09 0.321207
3630.35 0.574096
3630.48 0.857509
3630.62 1.44006
3630.68 1.99128
3630.75 2.89560
3630.81 4.49669
3630.88 7.42972
3630.94 11.8350
3631.00 14.7622
3631.06 11.8349
3631.12 7.42941
3631.20 4.21272
3631.27 2.59332
3631.35 1.73198
3631.42 1.23936
3631.57 0.722738
3631.71 0.480121
3632.01 0.266279
3632.30 0.178064
3632.89 0.107425
3633.48 0.0799614
3635.84 0.0490785
3640.56 0.0361003
3650.00 0.0272858
3659.44 0.0254416
3664.16 0.0335894
3665.34 0.0425697
3666.51 0.0673593
3667.10 0.100314
3667.69 0.186968
3667.99 0.295995
3668.28 0.560601
3668.43 0.863143
3668.58 1.49625
3668.65 2.11051
3668.73 3.14985
3668.80 5.10788
3668.87 8.88202
3668.94 14.2663
3669.00 17.7907
3669.06 14.1767
3669.13 8.88233
3669.17 6.26938
3669.22 4.56822
3669.31 2.63533
3669.39 1.68603
3669.48 1.16947
3669.66 0.652924
3669.84 0.419581
3670.19 0.220252
3670.55 0.140428
3671.26 0.0780087
3671.97 0.0548121
3674.80 0.0326301
3680.48 0.0362674
3683.32 0.0501810
3686.16 0.0915316
3687.57 0.148468
3688.28 0.204429
3688.99 0.304338
3689.70 0.510366
3690.06 0.706944
3690.41 1.04652
3690.77 1.71421
3690.95 2.32080
3691.12 3.30801
3691.30 5.09195
3691.39 6.56581
3691.48 8.72918
3691.57 12.1490
3691.65 17.7608
3691.74 27.8111
3691.83 46.0037
3691.92 73.6480
3692.00 91.7376
3692.09 73.3012
3692.17 45.7333
3692.26 27.8120
3692.34 18.0124
3692.43 12.3961
3692.52 8.97632
3692.60 6.77029
3692.69 5.27556
3692.86 3.45039
3693.03 2.42701
3693.20 1.79871
3693.55 1.10143
3693.89 0.743713
3694.24 0.537482
3694.92 0.320583
3695.61 0.214787
3696.30 0.155549
3697.68 0.0949359
3700.43 0.0502019
3703.18 0.0341790
3708.69 0.0227256
3714.20 0.0190594
3725.21 0.0181169
3736.22 0.0216270
3747.24 0.0316654
3752.75 0.0421973
3758.25 0.0615674
3761.01 0.0778651
3763.76 0.102608
3766.51 0.142783
3769.27 0.214329
3770.64 0.273183
3772.02 0.360906
3773.40 0.499915
3774.77 0.739142
3776.15 1.20419
3776.84 1.62044
3777.53 2.29388
3777.87 2.79912
3778.21 3.48531
3778.56 4.45017
3778.90 5.85993
3779.25 8.01578
3779.59 11.4896
3779.93 17.3898
3780.28 27.6446
3780.64 44.2250
3781.00 55.2736
3781.36 44.2151
3781.72 27.6349
3781.97 19.6011
3782.23 14.2516
3782.48 10.6741
3782.73 8.22608
3783.23 5.25216
3783.73 3.61498
3784.23 2.62867
3784.74 1.99480
3785.74 1.25854
3786.75 0.864898
3787.75 0.631136
3788.75 0.481044
3789.76 0.379267
3791.77 0.254046
3793.78 0.183124
3795.79 0.139358
3797.79 0.110773
3801.81 0.0785492
3805.83 0.0675936
3807.84 0.0724758
3809.85 0.0984578
3810.85 0.137921
3811.86 0.247897
3812.36 0.393332
3812.61 0.531116
3812.86 0.768275
3813.11 1.22825
3813.24 1.64148
3813.36 2.30342
3813.49 3.47856
3813.62 5.79233
3813.68 7.89715
3813.74 11.2756
3813.80 16.9795
3813.87 26.6053
3813.93 42.4781
3814.00 53.0324
3814.07 42.4785
3814.13 26.6061
3814.20 16.1820
3814.27 10.4954
3814.34 7.23410
3814.41 5.24766
3814.48 3.95083
3814.54 3.08711
3814.68 2.03173
3814.82 1.43627
3814.95 1.07383
3815.23 0.670424
3815.50 0.464451
3815.77 0.345722
3816.32 0.222215
3817.41 0.133006
3818.50 0.110359
3819.59 0.121294
3820.68 0.189187
3821.23 0.288460
3821.50 0.384818
3821.77 0.551889
3822.05 0.880644
3822.18 1.17881
3822.32 1.66127
3822.46 2.52871
3822.52 3.23425
3822.59 4.27369
3822.66 5.88083
3822.73 8.50975
3822.80 13.0679
3822.86 21.1972
3822.93 33.8522
3823.00 42.2707
3823.07 33.8520
3823.14 21.1968
3823.19 14.0868
3823.25 9.76914
3823.31 7.06200
3823.36 5.30077
3823.47 3.25639
3823.59 2.19811
3823.70 1.57717
3823.81 1.18998
3824.04 0.749150
3824.26 0.517100
3824.48 0.381348
3824.93 0.235980
3825.83 0.122943
3826.73 0.0801434
3828.53 0.0471271
3830.32 0.0342716
3833.91 0.0236568
3837.51 0.0191432
3841.10 0.0169257
3844.69 0.0166031
3848.28 0.0230108
3850.08 0.0507581
3850.98 0.146416
3851.20 0.230653
3851.43 0.424893
3851.54 0.635919
3851.65 1.04604
3851.76 1.98511
3851.82 2.93216
3851.87 4.51815
3851.94 7.22094
3852.00 9.02237
3852.06 7.22101
3852.13 4.51823
3852.20 2.53655
3852.28 1.54795
3852.43 0.727598
3852.58 0.417945
3852.73 0.271745
3853.03 0.143479
3853.34 0.0909924
3854.55 0.0333318
3856.97 0.0167828
3861.81 0.0121608
3866.65 0.0115606
3871.49 0.0123669
3876.33 0.0153102
3881.17 0.0248214
3883.59 0.0383580
3886.01 0.0764517
3887.22 0.128271
3887.82 0.178961
3888.43 0.269331
3889.03 0.454691
3889.33 0.631137
3889.64 0.934605
3889.94 1.52797
3890.09 2.05951
3890.24 2.92185
3890.39 4.45058
3890.47 5.70462
3890.54 7.51958
3890.62 10.3476
3890.69 14.8754
3890.77 22.7471
3890.85 36.4059
3890.92 58.3774
3891.00 72.7669
3891.08 58.0771
3891.16 36.4064
3891.24 22.0809
3891.32 14.2021
3891.40 9.72443
3891.48 7.01541
3891.56 5.27619
3891.64 4.10201
3891.80 2.67364
3891.96 1.87574
3892.12 1.38712
3892.43 0.847339
3892.75 0.570532
3893.07 0.410662
3893.71 0.243019
3894.35 0.161315
3894.99 0.115598
3896.27 0.0688110
3898.83 0.0342968
3901.39 0.0218711
3906.50 0.0127558
3911.62 0.00944639
3921.85 0.00695838
3932.08 0.00603070
3952.54 0.00540974
3973.00 0.00542438
3993.46 0.00590323
4013.92 0.00723048
4024.15 0.00882157
4034.38 0.0128433
4039.49 0.0180973
4044.61 0.0324827
4047.17 0.0520585
4049.72 0.106314
4051.00 0.179791
4051.64 0.251668
4052.28 0.379593
4052.92 0.642553
4053.24 0.892691
4053.56 1.32326
4053.88 2.16594
4054.04 2.92486
4054.20 4.15017
4054.36 6.34186
4054.44 8.13306
4054.52 10.7709
4054.60 14.8472
4054.68 21.5099
4054.76 33.0478
4054.84 53.2494
4054.92 85.4351
4055.00 106.551
4055.08 85.0110
4055.16 53.2499
4055.21 38.4892
4055.27 28.5514
4055.37 16.9542
4055.48 10.9764
4055.58 7.64723
4055.68 5.59550
4055.79 4.27316
4056.00 2.71841
4056.21 1.87486
4056.41 1.37038
4056.83 0.824826
4057.25 0.550935
4057.67 0.395065
4058.50 0.233156
4059.34 0.155139
4060.17 0.111775
4061.84 0.0679020
4065.18 0.0363551
4068.52 0.0260808
4071.86 0.0230858
4075.19 0.0263607
4076.86 0.0336374
4078.53 0.0554680
4079.37 0.0854769
4080.20 0.166567
4080.62 0.272141
4081.04 0.539593
4081.25 0.862188
4081.45 1.59143
4081.56 2.36633
4081.66 3.82943
4081.72 5.09178
4081.77 7.02285
4081.82 10.0831
4081.87 15.0206
4081.94 24.0653
4082.00 30.0188
4082.06 24.0656
4082.13 15.0210
4082.20 8.79437
4082.27 5.49822
