Ca-48(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 54.9612
1.25000E-05 49.1588
1.50000E-05 44.8756
2.00000E-05 38.8635
2.75000E-05 33.1429
3.50000E-05 29.3780
4.25000E-05 26.6601
5.00000E-05 24.5794
6.25000E-05 21.9845
7.50000E-05 20.0690
0.000100000 17.3803
0.000125000 15.5454
0.000150000 14.1909
0.000200000 12.2897
0.000275000 10.4807
0.000350000 9.29014
0.000425000 8.43066
0.000500000 7.77269
0.000625000 6.95210
0.000750000 6.34637
0.00100000 5.49612
0.00125000 4.91588
0.00150000 4.48756
0.00200000 3.88634
0.00275000 3.31428
0.00350000 2.93780
0.00425000 2.66601
0.00500000 2.45794
0.00625000 2.19845
0.00750000 2.00690
0.0100000 1.73802
0.0125000 1.55453
0.0150000 1.41909
0.0200000 1.22897
0.0253000 1.09268
0.0314750 0.979649
0.0376500 0.895716
0.0500000 0.777261
0.0625000 0.695202
0.0750000 0.634628
0.100000 0.549601
0.125000 0.491576
0.150000 0.448743
0.200000 0.388619
0.275000 0.331410
0.350000 0.293759
0.500000 0.245769
0.750000 0.200660
1.00000 0.173768
1.50000 0.141867
2.00000 0.122848
2.75000 0.104749
3.50000 0.0928363
5.00000 0.0776491
7.50000 0.0633686
10.0000 0.0548514
15.0000 0.0447412
20.0000 0.0387083
27.5000 0.0329612
35.0000 0.0291733
50.0000 0.0243352
75.0000 0.0197711
100.000 0.0170375
150.000 0.0137743
200.000 0.0118121
275.000 0.00992678
350.000 0.00867200
500.000 0.00704956
750.000 0.00549118
1000.00 0.00454168
1500.00 0.00339267
2000.00 0.00269830
2750.00 0.00203828
3500.00 0.00161153
5000.00 0.00109210
7500.00 0.000655140
10000.0 0.000434421
12500.0 0.000307041
15000.0 0.000227065
20000.0 0.000136609
23750.0 9.90870E-05
27500.0 7.46223E-05
35000.0 4.59928E-05
42500.0 3.07209E-05
50000.0 2.17409E-05
62500.0 1.34050E-05
75000.0 8.99541E-06
87500.0 6.43353E-06
100000 4.85143E-06
115276 3.68465E-06
130553 3.12283E-06
138191 3.14960E-06
145829 3.78567E-06
149648 4.86920E-06
151557 5.98775E-06
153467 8.04005E-06
155377 1.23734E-05
156331 1.65948E-05
157286 2.40703E-05
158241 3.92315E-05
158718 5.34537E-05
159196 7.76518E-05
159673 0.000123804
159912 0.000164339
160150 0.000228589
160270 0.000275712
160389 0.000338674
160508 0.000425290
160568 0.000481137
160628 0.000548097
160687 0.000629407
160747 0.000728959
160807 0.000852066
160866 0.00100550
160926 0.00119904
160986 0.00144380
161045 0.00175457
161105 0.00214399
161179 0.00274331
161253 0.00342656
161400 0.00427723
161474 0.00402288
161548 0.00341843
161695 0.00213616
161832 0.00135725
161970 0.000903650
162107 0.000633965
162245 0.000465507
162519 0.000278590
162794 0.000184319
163069 0.000130721
163343 9.75311E-05
163893 6.03942E-05
164442 4.12384E-05
164992 3.01069E-05
165541 2.30763E-05
166091 1.83562E-05
167189 1.26106E-05
168288 9.37956E-06
170486 6.06226E-06
172684 4.47503E-06
174882 3.58989E-06
179277 2.67920E-06
188068 1.98212E-06
196859 1.71416E-06
214441 1.53364E-06
232023 1.56968E-06
249604 1.82584E-06
258395 2.10333E-06
267186 2.59708E-06
275977 3.59442E-06
280373 4.53816E-06
284768 6.18300E-06
289164 9.48680E-06
291361 1.25807E-05
293559 1.78612E-05
295757 2.80097E-05
296856 3.70107E-05
297955 5.14341E-05
299054 7.65591E-05
300152 0.000125612
300702 0.000169139
301251 0.000237612
301801 0.000350198
302350 0.000538184
302975 0.000861888
303600 0.00107506
304225 0.000855826
304850 0.000533886
305590 0.000302767
306329 0.000186344
307069 0.000124292
307809 8.83631E-05
308549 6.59974E-05
309288 5.12354E-05
310768 3.36868E-05
312247 2.41105E-05
313726 1.83486E-05
316685 1.21051E-05
319644 9.02101E-06
322603 7.31990E-06
328520 5.73023E-06
334438 5.21929E-06
340355 5.23702E-06
352190 6.35923E-06
364025 9.37536E-06
369943 1.23374E-05
375860 1.74987E-05
381778 2.77623E-05
384736 3.72804E-05
387695 5.34041E-05
390654 8.41788E-05
392133 0.000111364
393613 0.000154836
395092 0.000230471
396571 0.000378191
397311 0.000509439
398051 0.000716375
398790 0.00105778
399530 0.00163042
400365 0.00261243
401200 0.00326086
402035 0.00259542
402870 0.00161963
403616 0.00105027
404363 0.000713034
405109 0.000509767
405855 0.000381774
407348 0.000240271
408840 0.000172509
410333 0.000142838
411825 0.000150080
412571 0.000184146
413318 0.000288634
413691 0.000423600
413877 0.000546300
414064 0.000746446
414250 0.00110313
414437 0.00182184
414530 0.00248114
414624 0.00355416
414717 0.00540115
414810 0.00865992
414905 0.0138103
415000 0.0172344
415095 0.0137986
415190 0.00864981
415254 0.00623122
415318 0.00458899
415445 0.00270691
415573 0.00176158
415700 0.00123518
415828 0.000915991
415956 0.000709113
416211 0.000467256
416466 0.000336898
