Na-23(n,g) ENDF/B-VII.1
Energy(eV) XS(b)
2.60610E+06 0.000178990
2.60890E+06 0.000178940
2.61000E+06 0.000178920
2.61540E+06 0.000178823
2.62060E+06 0.000178730
2.63000E+06 0.000178563
2.63700E+06 0.000178439
2.65400E+06 0.000178139
2.67190E+06 0.000177826
2.67640E+06 0.000177747
2.68000E+06 0.000177685
2.68440E+06 0.000177609
2.69730E+06 0.000177386
2.69990E+06 0.000177341
2.70330E+06 0.000177283
2.71000E+06 0.000177168
2.71430E+06 0.000177094
2.71880E+06 0.000177018
2.72000E+06 0.000176997
2.72720E+06 0.000176875
2.73170E+06 0.000176798
2.74070E+06 0.000176646
2.75020E+06 0.000176486
2.75580E+06 0.000176392
2.75583E+06 0.000176392
2.76000E+06 0.000176322
2.78500E+06 0.000175906
2.79090E+06 0.000175809
2.79750E+06 0.000175700
2.80000E+06 0.000175659
2.81180E+06 0.000175466
2.81470E+06 0.000175418
2.81990E+06 0.000175334
2.82000E+06 0.000175332
2.82370E+06 0.000175272
2.82800E+06 0.000175202
2.83000E+06 0.000175170
2.84000E+06 0.000175008
2.84100E+06 0.000174992
2.84590E+06 0.000174913
2.86000E+06 0.000174687
2.86050E+06 0.000174679
2.88000E+06 0.000174368
2.88330E+06 0.000174316
2.89460E+06 0.000174138
2.90680E+06 0.000173946
2.90740E+06 0.000173937
2.91270E+06 0.000173854
2.92000E+06 0.000173740
2.92470E+06 0.000173667
2.94180E+06 0.000173402
2.94370E+06 0.000173373
2.95000E+06 0.000173276
2.95230E+06 0.000173240
2.97260E+06 0.000172930
2.98030E+06 0.000172813
2.98160E+06 0.000172793
2.99460E+06 0.000172596
3.00000E+06 0.000172515
3.00350E+06 0.000172462
3.02000E+06 0.000172215
3.03280E+06 0.000172025
3.04330E+06 0.000171869
3.06450E+06 0.000171557
3.06610E+06 0.000171533
3.07000E+06 0.000171476
3.07670E+06 0.000171379
3.08340E+06 0.000171281
3.09210E+06 0.000171155
3.09860E+06 0.000171061
3.09970E+06 0.000171045
3.10000E+06 0.000171040
3.11240E+06 0.000170862
3.11390E+06 0.000170840
3.12000E+06 0.000170753
3.14410E+06 0.000170409
3.15380E+06 0.000170272
3.15550E+06 0.000170248
3.15750E+06 0.000170220
3.16680E+06 0.000170089
3.17660E+06 0.000169951
3.18000E+06 0.000169903
3.18230E+06 0.000169871
3.18500E+06 0.000169834
3.19450E+06 0.000169701
3.19720E+06 0.000169664
3.20150E+06 0.000169604
3.20830E+06 0.000169510
3.21340E+06 0.000169439
3.21560E+06 0.000169409
3.22450E+06 0.000169286
3.23000E+06 0.000169211
3.24320E+06 0.000169030
3.25300E+06 0.000168897
3.26190E+06 0.000168776
3.26760E+06 0.000168699
3.27000E+06 0.000168667
3.27900E+06 0.000168545
3.29230E+06 0.000168367
3.29630E+06 0.000168313
3.30170E+06 0.000168241
3.31230E+06 0.000168100
3.32000E+06 0.000167998
3.32530E+06 0.000167928
3.33260E+06 0.000167831
3.33670E+06 0.000167777
3.34720E+06 0.000167639
3.36020E+06 0.000167469
3.37160E+06 0.000167321
3.37680E+06 0.000167254
3.37970E+06 0.000167216
3.38980E+06 0.000167085
3.39110E+06 0.000167069
3.39190E+06 0.000167058
3.39330E+06 0.000167040
3.39730E+06 0.000166989
3.40000E+06 0.000166954
3.40410E+06 0.000166901
3.41630E+06 0.000166745
3.44640E+06 0.000166363
3.48370E+06 0.000165895
3.49000E+06 0.000165816
3.49430E+06 0.000165763
3.49580E+06 0.000165744
3.49710E+06 0.000165728
3.50000E+06 0.000165692
3.50600E+06 0.000165618
3.51700E+06 0.000165482
3.53540E+06 0.000165256
3.54520E+06 0.000165136
3.55600E+06 0.000165005
3.56860E+06 0.000164852
3.57660E+06 0.000164756
3.58850E+06 0.000164612
3.60000E+06 0.000164474
3.61700E+06 0.000164272
3.63620E+06 0.000164044
3.63660E+06 0.000164040
3.63850E+06 0.000164017
3.65030E+06 0.000163878
3.66220E+06 0.000163739
3.67740E+06 0.000163561
3.68460E+06 0.000163477
3.68690E+06 0.000163451
3.69140E+06 0.000163399
3.70550E+06 0.000163236
3.71200E+06 0.000163161
3.71720E+06 0.000163101
3.73150E+06 0.000162937
3.74380E+06 0.000162797
3.74560E+06 0.000162776
3.75000E+06 0.000162726
3.75320E+06 0.000162690
3.75480E+06 0.000162672
3.75482E+06 0.000162671
3.76200E+06 0.000162590
3.76380E+06 0.000162570
3.76730E+06 0.000162530
3.77000E+06 0.000162500
3.77410E+06 0.000162454
3.78460E+06 0.000162335
3.78470E+06 0.000162334
3.78660E+06 0.000162313
3.78960E+06 0.000162279
3.79650E+06 0.000162202
3.80070E+06 0.000162155
3.80950E+06 0.000162057
3.83880E+06 0.000161732
3.84000E+06 0.000161719
3.84150E+06 0.000161703
3.84750E+06 0.000161636
3.85000E+06 0.000161609
3.85610E+06 0.000161542
3.87130E+06 0.000161376
3.88860E+06 0.000161187
3.90000E+06 0.000161064
3.90140E+06 0.000161049
3.90600E+06 0.000160999
3.90700E+06 0.000160988
3.91460E+06 0.000160907
3.93090E+06 0.000160732
3.96340E+06 0.000160386
3.98610E+06 0.000160146
4.00000E+06 0.000160000
4.00100E+06 0.000160000
4.00560E+06 0.000160000
4.00760E+06 0.000160000
4.01540E+06 0.000160000
4.02510E+06 0.000160000
4.03560E+06 0.000160000
4.03562E+06 0.000160000
4.04000E+06 0.000160000
4.05000E+06 0.000160000
4.05020E+06 0.000160000
4.05024E+06 0.000160000
4.05660E+06 0.000160000
4.06200E+06 0.000160000
4.06520E+06 0.000160000
4.08800E+06 0.000160000
4.09770E+06 0.000160000
4.10000E+06 0.000160000
4.10400E+06 0.000160000
4.10420E+06 0.000160000
4.12520E+06 0.000160000
4.15300E+06 0.000160000
4.17360E+06 0.000160000
4.18760E+06 0.000160000
4.20000E+06 0.000160000
4.20610E+06 0.000160000
4.21260E+06 0.000160000
4.23290E+06 0.000160000
4.23640E+06 0.000160000
4.25480E+06 0.000160000
4.27220E+06 0.000160000
4.28410E+06 0.000160000
4.28730E+06 0.000160000
4.29820E+06 0.000160000
4.30000E+06 0.000160000
4.31660E+06 0.000160000
4.34260E+06 0.000160000
4.35230E+06 0.000160000
4.36100E+06 0.000160000
4.37070E+06 0.000160000
4.39570E+06 0.000160000
4.42510E+06 0.000160000
4.45690E+06 0.000160000
4.48630E+06 0.000160000
4.50000E+06 0.000160000
4.53040E+06 0.000160114
4.53530E+06 0.000160132
4.57080E+06 0.000160263
4.58300E+06 0.000160308
4.59400E+06 0.000160349
4.60000E+06 0.000160371
4.60260E+06 0.000160381
4.62440E+06 0.000160460
4.62830E+06 0.000160475
4.64060E+06 0.000160520
4.66870E+06 0.000160622
4.69810E+06 0.000160728
4.70000E+06 0.000160735
4.70790E+06 0.000160763
4.72260E+06 0.000160816
4.75000E+06 0.000160914
4.75440E+06 0.000160930
4.77770E+06 0.000161013
4.80950E+06 0.000161125
4.84780E+06 0.000161260
4.85460E+06 0.000161284
4.85860E+06 0.000161298
4.86150E+06 0.000161308
4.88300E+06 0.000161383
4.95280E+06 0.000161625
4.97110E+06 0.000161687
4.97930E+06 0.000161715
4.98000E+06 0.000161718
5.00000E+06 0.000161786
5.00290E+06 0.000161796
5.01640E+06 0.000161842
5.05680E+06 0.000161979
5.07400E+06 0.000162037
5.10460E+06 0.000162140
5.11970E+06 0.000162190
5.13000E+06 0.000162224
5.13640E+06 0.000162246
5.16090E+06 0.000162327
5.17190E+06 0.000162363
5.18290E+06 0.000162400
5.20000E+06 0.000162456
5.24410E+06 0.000162601
5.25000E+06 0.000162620
5.27000E+06 0.000162685
5.27110E+06 0.000162689
5.29070E+06 0.000162752
5.30000E+06 0.000162783
5.31020E+06 0.000162816
5.32980E+06 0.000162879
5.34940E+06 0.000162942
5.34980E+06 0.000162943
5.35000E+06 0.000162944
5.36290E+06 0.000162985
5.39800E+06 0.000163097
5.39960E+06 0.000163102
5.40000E+06 0.000163103
5.40470E+06 0.000163118
5.42160E+06 0.000163172
5.44370E+06 0.000163242
5.45960E+06 0.000163292
5.46570E+06 0.000163311
5.48410E+06 0.000163369
5.49630E+06 0.000163408
5.50000E+06 0.000163419
5.51380E+06 0.000163462
5.52890E+06 0.000163509
5.54240E+06 0.000163551
5.56420E+06 0.000163619
5.57230E+06 0.000163644
5.58600E+06 0.000163687
5.60000E+06 0.000163730
5.60620E+06 0.000163749
5.61600E+06 0.000163779
5.61605E+06 0.000163779
5.63000E+06 0.000163822
5.63300E+06 0.000163831
5.65990E+06 0.000163913
5.72160E+06 0.000164101
5.73720E+06 0.000164148
5.75000E+06 0.000164186
5.77000E+06 0.000164246
5.77260E+06 0.000164254
5.77263E+06 0.000164254
5.80000E+06 0.000164336
5.85000E+06 0.000164485
5.88000E+06 0.000164574
5.90500E+06 0.000164647
5.90560E+06 0.000164649
5.90810E+06 0.000164656
5.91280E+06 0.000164670
5.93000E+06 0.000164720
5.95210E+06 0.000164785
5.95500E+06 0.000164794
5.96890E+06 0.000164834
5.98740E+06 0.000164888
6.00000E+06 0.000164924
6.00920E+06 0.000164951
6.01270E+06 0.000164961
6.01272E+06 0.000164961
6.02500E+06 0.000164997
6.04780E+06 0.000165062
6.05000E+06 0.000165069
6.06460E+06 0.000165110
6.07810E+06 0.000165149
6.10000E+06 0.000165212
6.12500E+06 0.000165283
6.12840E+06 0.000165293
6.14020E+06 0.000165326
6.15000E+06 0.000165354
6.15870E+06 0.000165379
6.17500E+06 0.000165425
6.17710E+06 0.000165431
6.20000E+06 0.000165495
6.20570E+06 0.000165511
6.21630E+06 0.000165541
6.22920E+06 0.000165577
6.25000E+06 0.000165635
6.26450E+06 0.000165676
6.30000E+06 0.000165774
6.30480E+06 0.000165788
6.33000E+06 0.000165857
6.33330E+06 0.000165866
6.34520E+06 0.000165899
6.35000E+06 0.000165912
6.36000E+06 0.000165940
6.36020E+06 0.000165941
6.37000E+06 0.000165967
6.38000E+06 0.000165995
6.38200E+06 0.000166000
6.40000E+06 0.000166050
6.40550E+06 0.000166065
6.41280E+06 0.000166085
6.41820E+06 0.000166099
6.41900E+06 0.000166101
6.42510E+06 0.000166118
6.42690E+06 0.000166123
6.43000E+06 0.000166131
6.44200E+06 0.000166164
6.44910E+06 0.000166183
6.46430E+06 0.000166225
6.48780E+06 0.000166288
6.50000E+06 0.000166321
6.51300E+06 0.000166356
6.53000E+06 0.000166402
6.54490E+06 0.000166442
6.54510E+06 0.000166442
6.56510E+06 0.000166496
6.58000E+06 0.000166536
6.59020E+06 0.000166563
6.60000E+06 0.000166589
6.62000E+06 0.000166642
6.65000E+06 0.000166721
6.66920E+06 0.000166772
6.71790E+06 0.000166900
6.72500E+06 0.000166919
6.76990E+06 0.000167036
6.78000E+06 0.000167062
6.79180E+06 0.000167092
6.80000E+06 0.000167114
6.82000E+06 0.000167165
6.82030E+06 0.000167166
6.82500E+06 0.000167178
6.83370E+06 0.000167201
6.85000E+06 0.000167243
6.86730E+06 0.000167287
6.87500E+06 0.000167307
6.89920E+06 0.000167369
6.90000E+06 0.000167371
6.92500E+06 0.000167435
6.93000E+06 0.000167448
6.93340E+06 0.000167456
6.94290E+06 0.000167480
6.95000E+06 0.000167498
6.96000E+06 0.000167524
6.97500E+06 0.000167562
6.98990E+06 0.000167599
7.00000E+06 0.000167625
7.00110E+06 0.000167628
7.00980E+06 0.000167650
7.01000E+06 0.000167650
7.01830E+06 0.000167671
7.02500E+06 0.000167688
7.05000E+06 0.000167751
7.05020E+06 0.000167751
7.07500E+06 0.000167813
7.07520E+06 0.000167814
7.10000E+06 0.000167876
7.10020E+06 0.000167876
7.11610E+06 0.000167916
7.12500E+06 0.000167938
7.14340E+06 0.000167983
7.15000E+06 0.000168000
7.16620E+06 0.000168040
7.17500E+06 0.000168062
7.18440E+06 0.000168085
7.20000E+06 0.000168123
7.20720E+06 0.000168141
7.22080E+06 0.000168174
7.22500E+06 0.000168185
7.23000E+06 0.000168197
7.24360E+06 0.000168230
7.25000E+06 0.000168246
7.26630E+06 0.000168286
7.27500E+06 0.000168307
7.30000E+06 0.000168368
7.32500E+06 0.000168428
7.35000E+06 0.000168489
7.37500E+06 0.000168549
7.40000E+06 0.000168609
7.41870E+06 0.000168654
7.42200E+06 0.000168662
7.42500E+06 0.000168669
7.44000E+06 0.000168705
7.45000E+06 0.000168729
7.47000E+06 0.000168777
7.47500E+06 0.000168789
7.48240E+06 0.000168806
7.50000E+06 0.000168848
7.51200E+06 0.000168876
7.52500E+06 0.000168907
7.55000E+06 0.000168966
7.56890E+06 0.000169011
7.57500E+06 0.000169025
7.59910E+06 0.000169082
7.60000E+06 0.000169084
7.62500E+06 0.000169142
7.62810E+06 0.000169150
7.65000E+06 0.000169201
7.65760E+06 0.000169218
7.67500E+06 0.000169259
7.70000E+06 0.000169317
7.71680E+06 0.000169356
7.72500E+06 0.000169375
7.75000E+06 0.000169432
7.75300E+06 0.000169439
7.77500E+06 0.000169490
7.77590E+06 0.000169492
7.79090E+06 0.000169526
7.80000E+06 0.000169547
7.81010E+06 0.000169570
7.82500E+06 0.000169604
7.85000E+06 0.000169661
7.86700E+06 0.000169700
7.87500E+06 0.000169718
7.90000E+06 0.000169775
7.90110E+06 0.000169777
7.92500E+06 0.000169831
7.95000E+06 0.000169888
7.96000E+06 0.000169910
7.97500E+06 0.000169944
7.98980E+06 0.000169977
8.00000E+06 0.000170000
8.02000E+06 0.000170067
8.02500E+06 0.000170084
8.02620E+06 0.000170088
8.05000E+06 0.000170167
8.07500E+06 0.000170250
8.09220E+06 0.000170307
8.10000E+06 0.000170333
8.12500E+06 0.000170416
8.13180E+06 0.000170438
8.14860E+06 0.000170494
8.15000E+06 0.000170498
8.17500E+06 0.000170580
8.18780E+06 0.000170622
8.20000E+06 0.000170662
8.21960E+06 0.000170727
8.22500E+06 0.000170744
8.23000E+06 0.000170761
8.25000E+06 0.000170826
8.25370E+06 0.000170838
8.27000E+06 0.000170891
8.27500E+06 0.000170907
8.30000E+06 0.000170989
8.32200E+06 0.000171060
8.32500E+06 0.000171070
8.35000E+06 0.000171150
8.35610E+06 0.000171170
8.37500E+06 0.000171231
8.40000E+06 0.000171311
8.42000E+06 0.000171376
8.42500E+06 0.000171392
8.45000E+06 0.000171472
8.47500E+06 0.000171551
8.50000E+06 0.000171631
8.52000E+06 0.000171695
8.52500E+06 0.000171710
8.55000E+06 0.000171790
8.57500E+06 0.000171869
8.60000E+06 0.000171948
8.62500E+06 0.000172026
8.65000E+06 0.000172105
8.67500E+06 0.000172183
8.68370E+06 0.000172210
8.70000E+06 0.000172261
8.72500E+06 0.000172339
8.75000E+06 0.000172416
8.77500E+06 0.000172494
8.79000E+06 0.000172540
8.80000E+06 0.000172571
8.82000E+06 0.000172633
8.82500E+06 0.000172648
8.83160E+06 0.000172669
8.85000E+06 0.000172725
8.86000E+06 0.000172756
8.87500E+06 0.000172802
8.90000E+06 0.000172879
8.90220E+06 0.000172885
8.91000E+06 0.000172909
8.92500E+06 0.000172955
8.95000E+06 0.000173031
8.97500E+06 0.000173107
8.97950E+06 0.000173121
8.98000E+06 0.000173122
9.00000E+06 0.000173183
9.01000E+06 0.000173213
9.03470E+06 0.000173288
9.05000E+06 0.000173334
9.07000E+06 0.000173395
9.08200E+06 0.000173431
9.12500E+06 0.000173560
9.15000E+06 0.000173635
9.20000E+06 0.000173784
9.23080E+06 0.000173875
9.26400E+06 0.000173974
9.35000E+06 0.000174227
9.43390E+06 0.000174472
9.49730E+06 0.000174656
9.50000E+06 0.000174664
9.58000E+06 0.000174895
9.60000E+06 0.000174953
9.62500E+06 0.000175024
9.65000E+06 0.000175096
9.75000E+06 0.000175380
9.76550E+06 0.000175424
9.85000E+06 0.000175662
9.90000E+06 0.000175803
9.95000E+06 0.000175942
9.95570E+06 0.000175958
9.98000E+06 0.000176026
1.00000E+07 0.000176081
1.00500E+07 0.000176219
1.01000E+07 0.000176357
1.01500E+07 0.000176494
1.02350E+07 0.000176726
1.02500E+07 0.000176767
1.04000E+07 0.000177172
1.05000E+07 0.000177439
1.07500E+07 0.000178098
1.09260E+07 0.000178554
1.10000E+07 0.000178744
1.15000E+07 0.000180000
1.17500E+07 0.000182827
1.19000E+07 0.000184515
1.20000E+07 0.000185637
1.20190E+07 0.000185850
1.20300E+07 0.000185973
1.21000E+07 0.000186757
1.22000E+07 0.000187874
1.23000E+07 0.000188988
1.25000E+07 0.000191210
1.26000E+07 0.000192317
1.29500E+07 0.000196173
1.29587E+07 0.000196268
1.30000E+07 0.000196721
1.32000E+07 0.000198909
1.32400E+07 0.000199346
1.33000E+07 0.000200000
1.34600E+07 0.000202798
1.37900E+07 0.000208587
1.39480E+07 0.000211366
1.40000E+07 0.000212282
1.40200E+07 0.000212634
1.41190E+07 0.000214380
1.44000E+07 0.000219345
1.47100E+07 0.000224842
1.50000E+07 0.000230000
1.56830E+07 0.000232105
1.60000E+07 0.000233082
1.70000E+07 0.000236164
1.70400E+07 0.000236287
1.74950E+07 0.000237690
1.80000E+07 0.000239246
1.84010E+07 0.000240482
1.90000E+07 0.000242328
1.99470E+07 0.000245247
2.00000E+07 0.000245410
