Hg-201(n,tot) ENDF/B-VII.1
678.550 17.2686
679.483 20.9434
680.416 27.8008
681.349 41.6905
681.816 54.1087
682.282 73.6325
682.749 106.004
683.215 163.249
683.682 272.055
683.915 361.977
684.148 488.758
684.574 828.584
685.000 1102.04
685.426 941.115
685.852 629.683
686.116 484.130
686.381 379.087
686.909 249.556
687.438 178.933
687.966 137.013
688.495 110.218
689.023 92.0400
690.080 69.5547
691.137 56.5715
692.194 48.3066
694.308 38.6077
696.422 33.2211
698.536 29.8460
700.650 27.5520
702.764 25.8989
706.992 23.6838
711.220 22.2704
715.448 21.2893
719.676 20.5667
728.132 19.5679
736.588 18.9037
745.044 18.4249
753.500 18.0599
753.500 35.4620
876.750 33.0985
1000.00 31.1744
1281.25 29.3215
1562.50 27.9176
1567.80 27.8934
1567.83 27.8933
1608.03 27.7144
1673.59 27.4379
1739.15 27.1789
1843.75 26.7982
1870.27 26.7013
2125.00 25.8738
2132.52 25.8504
2394.77 25.1050
2657.02 24.4804
2687.50 24.4144
3181.52 23.4132
3250.00 23.2937
3706.02 22.5465
3812.50 22.3923
4375.00 21.6432
4755.01 21.1941
5500.00 20.4526
5804.01 20.1784
6625.00 19.5328
7750.00 18.7899
7902.00 18.6989
8875.00 18.1706
10000.0 17.6424
11406.3 17.2413
12812.5 16.8944
15625.0 16.3185
18437.5 15.8532
21250.0 15.4647
26402.0 14.8881
26432.0 14.8852
26875.0 14.8428
27006.7 14.8300
27581.5 14.7749
28731.0 14.6690
31030.0 14.4733
32301.0 14.3731
32301.3 14.3731
32361.6 14.3684
32500.0 14.3579
33329.0 14.2943
33418.4 14.2875
34475.3 14.2096
35628.0 14.1281
36589.0 14.0628
38125.0 13.9628
40226.0 13.8319
40816.4 13.7967
43750.0 13.6310
44824.0 13.5727
45043.8 13.5610
49271.2 13.3492
54020.0 13.1374
55000.0 13.0966
57726.0 12.9856
63216.0 12.7810
66180.8 12.6797
66250.0 12.6775
77500.0 12.3346
81608.0 12.2234
83090.4 12.1851
88750.0 12.0458
100000 11.7972
125000 11.2029
150000 10.7396
160000 10.5802
168341 10.4373
174170 10.3426
180000 10.2519
200000 9.94930
225000 9.57313
250000 9.24869
300000 8.71303
386530 7.85855
386530 7.85855
400000 7.74928
416580 7.62311
416581 7.62311
416600 7.62296
427025 7.54677
437450 7.47283
450000 7.38664
458300 7.33221
466731 7.27816
500000 7.07577
545725 6.81877
545725 6.81877
550047 6.79615
555775 6.76677
555776 6.76677
625000 6.42931
648639 6.32764
648639 6.32764
723141 6.03904
736679 5.99138
750000 5.94521
769845 5.89955
770046 5.89909
824648 5.77735
885023 5.65451
1.00000E+06 5.44741
1.25000E+06 5.66082
1.50000E+06 5.84137
1.75000E+06 5.99851
2.00000E+06 6.13805
2.25000E+06 6.42399
2.50000E+06 6.69106
2.75000E+06 6.94219
3.00000E+06 7.17968
3.50000E+06 7.30257
3.75000E+06 7.35826
4.00000E+06 7.41073
4.72190E+06 7.02557
5.00000E+06 6.89728
5.08285E+06 6.86105
5.44380E+06 6.71129
5.50410E+06 6.68756
5.72190E+06 6.60458
6.00000E+06 6.50452
6.25593E+06 6.33015
6.25593E+06 6.33015
6.61184E+06 6.08434
6.62568E+06 6.07553
6.96775E+06 5.87381
7.67957E+06 5.53972
7.73987E+06 5.51071
8.00000E+06 5.39435
8.25000E+06 5.33224
8.50000E+06 5.27663
9.00000E+06 5.18321
9.50000E+06 5.08102
1.00000E+07 5.00137
1.05000E+07 4.99923
1.10000E+07 5.00051
1.15000E+07 5.00492
1.20000E+07 5.01218
1.25000E+07 5.07406
1.30000E+07 5.13555
1.35000E+07 5.19668
1.40000E+07 5.25744
1.43249E+07 5.30818
1.43250E+07 5.30818
1.44841E+07 5.33240
1.47437E+07 5.37175
1.51625E+07 5.43485
1.55812E+07 5.49749
1.60000E+07 5.55971
1.70000E+07 5.64002
1.80000E+07 5.71842
2.00000E+07 5.73370
2.00000E+07 5.70550
2.10000E+07 5.69156
2.10281E+07 5.69084
2.20000E+07 5.65530
2.30000E+07 5.60001
2.40000E+07 5.52900
2.50000E+07 5.44729
2.59599E+07 5.35915
2.60000E+07 5.35520
2.64949E+07 5.30633
2.70000E+07 5.25622
2.77533E+07 5.17964
2.80000E+07 5.15380
2.80515E+07 5.14837
2.90000E+07 5.05010
2.95551E+07 4.99470
3.00000E+07 4.95170
3.10000E+07 4.85936
3.19121E+07 4.77969
3.20000E+07 4.77222
3.27254E+07 4.71195
3.30000E+07 4.68974
3.40000E+07 4.61147
3.43383E+07 4.58587
3.44300E+07 4.57900
3.50000E+07 4.53700
3.60000E+07 4.47088
3.63746E+07 4.44919
3.70000E+07 4.41618
3.80000E+07 4.37063
3.80302E+07 4.36938
3.90000E+07 4.33237
3.99416E+07 4.30157
4.00000E+07 4.29980
4.08423E+07 4.27765
4.10000E+07 4.27420
4.20000E+07 4.25702
4.28424E+07 4.24838
4.30000E+07 4.24731
4.30552E+07 4.24697
4.40000E+07 4.24424
4.50000E+07 4.24710
4.52724E+07 4.24867
4.60000E+07 4.25336
4.70000E+07 4.26164
4.71934E+07 4.26355
4.80000E+07 4.27291
4.90000E+07 4.28807
4.95289E+07 4.29793
4.95895E+07 4.29915
5.00000E+07 4.30790
5.10000E+07 4.33027
5.20000E+07 4.35264
5.21934E+07 4.35698
5.30000E+07 4.37512
5.40000E+07 4.39781
5.50000E+07 4.42080
5.54349E+07 4.43090
5.60000E+07 4.44407
5.70000E+07 4.46737
5.80000E+07 4.49045
5.84850E+07 4.50149
5.85717E+07 4.50345
5.90000E+07 4.51307
6.00000E+07 4.53500
6.10000E+07 4.55581
6.16207E+07 4.56807
6.20000E+07 4.57533
6.30000E+07 4.59372
6.40000E+07 4.61116
6.50000E+07 4.62780
6.55952E+07 4.63709
6.60000E+07 4.64298
6.70000E+07 4.65613
6.80000E+07 4.66758
6.88221E+07 4.67592
6.90000E+07 4.67761
7.00000E+07 4.68650
7.10000E+07 4.69410
7.20000E+07 4.70017
7.30000E+07 4.70479
7.40000E+07 4.70808
7.46930E+07 4.70961
7.50000E+07 4.71010
7.60000E+07 4.71092
7.70000E+07 4.71054
7.80000E+07 4.70898
7.81018E+07 4.70876
7.90000E+07 4.70626
8.00000E+07 4.70240
8.10000E+07 4.69752
8.20000E+07 4.69173
8.30000E+07 4.68500
8.40000E+07 4.67733
8.50000E+07 4.66870
8.60000E+07 4.65927
8.70000E+07 4.64917
8.80000E+07 4.63838
8.90000E+07 4.62686
9.00000E+07 4.61460
9.10000E+07 4.60169
9.20000E+07 4.58828
9.30000E+07 4.57440
9.40000E+07 4.56009
9.50000E+07 4.54540
9.60000E+07 4.53030
9.70000E+07 4.51477
9.80000E+07 4.49880
9.90000E+07 4.48241
1.00000E+08 4.46560
1.02000E+08 4.43123
1.04000E+08 4.39616
1.06000E+08 4.36042
1.08000E+08 4.32403
1.10000E+08 4.28700
1.12000E+08 4.24963
1.14000E+08 4.21217
1.16000E+08 4.17457
1.18000E+08 4.13683
1.20000E+08 4.09890
1.22000E+08 4.06124
1.24000E+08 4.02413
1.26000E+08 3.98739
1.28000E+08 3.95083
1.30000E+08 3.91430
1.32000E+08 3.87810
1.34000E+08 3.84257
1.36000E+08 3.80764
1.38000E+08 3.77327
1.40000E+08 3.73940
1.42000E+08 3.70612
1.44000E+08 3.67350
1.46000E+08 3.64148
1.48000E+08 3.61000
1.50000E+08 3.57900
