Sn-114(n,tot) ENDF/B-VII.1
Energy(eV) XS(b)
1.00000E-05 10.8457
1.25000E-05 10.1806
1.50000E-05 9.68966
2.00000E-05 9.00051
2.75000E-05 8.34478
3.50000E-05 7.91324
4.25000E-05 7.60170
5.00000E-05 7.36320
6.25000E-05 7.06575
7.50000E-05 6.84619
0.000100000 6.53799
0.000125000 6.32767
0.000150000 6.17242
0.000200000 5.95449
0.000275000 5.74713
0.000350000 5.61066
0.000425000 5.51215
0.000500000 5.43673
0.000625000 5.34267
0.000750000 5.27324
0.00100000 5.17578
0.00125000 5.10927
0.00150000 5.06017
0.00200000 4.99126
0.00275000 4.92568
0.00350000 4.88253
0.00425000 4.85137
0.00500000 4.82753
0.00625000 4.79778
0.00750000 4.77582
0.0100000 4.74500
0.0125000 4.72397
0.0150000 4.70844
0.0200000 4.68665
0.0253000 4.67102
0.0314750 4.65806
0.0376500 4.64844
0.0500000 4.63485
0.0625000 4.62543
0.0750000 4.61848
0.100000 4.60871
0.125000 4.60203
0.150000 4.59710
0.200000 4.59016
0.275000 4.58352
0.350000 4.57913
0.500000 4.57347
0.750000 4.56803
1.00000 4.56467
1.50000 4.56047
2.00000 4.55773
2.75000 4.55480
3.50000 4.55258
5.00000 4.54910
7.50000 4.54452
10.0000 4.54054
15.0000 4.53320
20.0000 4.52610
27.5000 4.51538
35.0000 4.50432
50.0000 4.48063
75.0000 4.43479
100.000 4.37794
114.486 4.33824
128.972 4.29263
136.215 4.26816
139.837 4.25623
143.458 4.24575
147.080 4.23998
148.890 4.24194
150.701 4.25227
151.606 4.26392
152.512 4.28409
153.417 4.32023
154.323 4.38995
154.775 4.45037
155.228 4.54401
155.681 4.69922
156.133 4.98258
156.360 5.22073
156.586 5.58253
156.812 6.17101
157.039 7.22163
157.152 8.08808
157.265 9.38249
157.378 11.4397
157.491 14.9938
157.605 21.9455
157.661 28.2126
157.718 38.4004
157.774 56.5956
157.803 71.4942
157.831 93.4743
157.859 127.521
157.888 183.345
157.916 280.411
157.944 453.132
157.972 718.987
158.000 894.799
158.029 714.060
158.057 445.409
158.078 313.120
158.098 226.248
158.119 169.057
158.139 130.397
158.180 84.0171
158.221 58.8378
158.262 43.7654
158.303 34.1287
158.385 22.9728
158.467 17.0334
158.549 13.5164
158.631 11.2634
158.712 9.73478
158.876 7.85339
159.040 6.78513
159.204 6.12026
159.368 5.67897
159.696 5.14720
160.023 4.85091
160.351 4.66874
160.679 4.54853
161.334 4.40394
161.989 4.32277
162.645 4.27191
163.300 4.23737
164.611 4.19327
165.921 4.16552
168.543 4.12943
171.164 4.10328
173.786 4.08058
179.029 4.03775
189.514 3.94642
200.000 3.83618
209.659 3.70873
219.318 3.54454
228.976 3.32447
238.635 3.01439
243.464 2.80705
248.294 2.54845
253.123 2.22013
257.953 1.80006
260.367 1.55238
262.782 1.28901
265.197 1.04670
267.611 0.953923
268.215 0.993784
268.517 1.03071
268.819 1.08197
269.121 1.15044
269.422 1.23959
269.724 1.35371
270.026 1.49811
270.328 1.67944
270.630 1.90582
